date,PM2.5,PM10,station_name,latitude,longitude,temperature,humidity,pressure,wind_speed,precipitation
2020-09-18,5.3,,US Embassy,51.128736,71.46939,10.8,76,974.0,17.5,0.7
2020-09-19,11.5,,US Embassy,51.128736,71.46939,13.5,63,979.8,14.8,0.0
2020-09-20,5.8,,US Embassy,51.128736,71.46939,15.6,46,971.2,20.4,0.0
2020-09-21,4.6,,US Embassy,51.128736,71.46939,10.6,53,965.6,19.5,0.0
2020-09-22,3.1,,US Embassy,51.128736,71.46939,7.0,79,970.4,18.8,3.6
2020-09-23,2.9,,US Embassy,51.128736,71.46939,7.4,86,963.3,25.8,15.4
2020-09-24,3.1,,US Embassy,51.128736,71.46939,6.7,73,966.4,26.3,0.5
2020-09-25,9.4,,US Embassy,51.128736,71.46939,6.7,70,981.6,16.2,0.0
2020-09-26,19.2,,US Embassy,51.128736,71.46939,7.3,68,986.8,12.3,0.0
2020-09-27,26.8,,US Embassy,51.128736,71.46939,6.0,68,988.6,9.3,0.0
2020-09-28,113.6,,US Embassy,51.128736,71.46939,7.4,67,987.3,7.5,0.0
2020-09-29,22.1,,US Embassy,51.128736,71.46939,9.6,74,988.0,12.5,0.0
2020-09-30,22.1,,US Embassy,51.128736,71.46939,5.2,60,989.5,8.1,0.0
2020-10-01,176.7,,US Embassy,51.128736,71.46939,6.1,61,988.7,5.8,0.0
2020-10-02,55.4,,US Embassy,51.128736,71.46939,9.5,71,986.6,5.5,0.0
2020-10-03,21.6,,US Embassy,51.128736,71.46939,9.0,77,981.4,6.8,0.0
2020-10-04,15.0,,US Embassy,51.128736,71.46939,5.8,78,979.4,11.5,1.4
2020-10-05,27.3,,US Embassy,51.128736,71.46939,0.7,60,984.8,12.9,0.0
2020-10-06,10.3,,US Embassy,51.128736,71.46939,2.0,54,983.9,15.7,0.0
2020-10-07,11.3,,US Embassy,51.128736,71.46939,2.7,81,980.3,12.5,6.1
2020-10-08,19.7,,US Embassy,51.128736,71.46939,0.6,68,989.6,15.2,0.3
2020-10-09,8.2,,US Embassy,51.128736,71.46939,1.0,62,994.7,11.2,0.0
2020-10-10,6.2,,US Embassy,51.128736,71.46939,5.0,62,988.3,14.2,0.0
2020-10-11,14.0,,US Embassy,51.128736,71.46939,6.8,69,984.3,11.3,0.3
2020-10-12,20.7,,US Embassy,51.128736,71.46939,8.0,71,985.3,8.6,0.0
2020-10-13,19.7,,US Embassy,51.128736,71.46939,7.6,67,986.8,8.4,0.0
2020-10-14,24.9,,US Embassy,51.128736,71.46939,7.0,58,985.5,9.8,0.0
2020-10-15,7.2,,US Embassy,51.128736,71.46939,8.7,48,983.0,13.4,0.0
2020-10-16,22.6,,US Embassy,51.128736,71.46939,8.8,50,981.5,11.8,0.0
2020-10-17,10.1,,US Embassy,51.128736,71.46939,11.6,41,974.6,19.6,0.3
2020-10-18,15.0,,US Embassy,51.128736,71.46939,5.7,51,980.7,13.5,0.1
2020-10-19,14.5,,US Embassy,51.128736,71.46939,3.6,55,986.4,12.0,0.0
2020-10-20,11.3,,US Embassy,51.128736,71.46939,7.9,61,976.8,11.0,0.0
2020-10-21,10.8,,US Embassy,51.128736,71.46939,7.4,41,965.5,15.4,0.4
2020-10-22,5.0,,US Embassy,51.128736,71.46939,3.5,65,968.1,20.9,0.3
2020-10-23,3.6,,US Embassy,51.128736,71.46939,-1.4,67,974.3,15.5,0.7
2020-10-24,6.0,,US Embassy,51.128736,71.46939,-2.6,60,983.2,13.6,0.0
2020-10-25,4.6,,US Embassy,51.128736,71.46939,2.8,73,976.7,24.8,4.7
2020-10-26,7.2,,US Embassy,51.128736,71.46939,6.5,75,967.1,28.1,4.9
2020-10-27,3.1,,US Embassy,51.128736,71.46939,1.8,82,958.8,21.2,1.7
2020-10-28,7.9,,US Embassy,51.128736,71.46939,-1.4,71,979.2,18.1,0.7
2020-10-29,5.3,,US Embassy,51.128736,71.46939,-0.5,77,988.7,17.3,1.0
2020-10-30,11.5,,US Embassy,51.128736,71.46939,0.4,76,989.8,11.6,0.0
2020-10-31,30.2,,US Embassy,51.128736,71.46939,-0.2,78,989.6,6.7,0.0
2020-11-01,29.2,,US Embassy,51.128736,71.46939,0.2,74,983.9,8.4,0.0
2020-11-02,14.5,,US Embassy,51.128736,71.46939,0.2,77,985.3,9.5,0.2
2020-11-03,13.5,,US Embassy,51.128736,71.46939,-2.0,78,987.4,7.2,0.0
2020-11-04,10.1,,US Embassy,51.128736,71.46939,-1.7,70,992.0,10.7,0.0
2020-11-05,3.1,,US Embassy,51.128736,71.46939,0.3,56,986.6,15.7,0.0
2020-11-06,7.4,,US Embassy,51.128736,71.46939,1.9,51,981.5,11.9,0.4
2020-11-07,7.4,,US Embassy,51.128736,71.46939,3.3,45,973.0,16.9,0.0
2020-11-08,6.2,,US Embassy,51.128736,71.46939,5.1,62,963.1,24.4,0.5
2020-11-09,2.2,,US Embassy,51.128736,71.46939,1.3,84,966.7,29.6,8.3
2020-11-10,4.1,,US Embassy,51.128736,71.46939,-0.1,81,971.3,20.2,4.8
2020-11-11,3.1,,US Embassy,51.128736,71.46939,-0.5,81,966.8,20.1,6.1
2020-11-12,8.2,,US Embassy,51.128736,71.46939,-4.5,83,971.2,12.9,4.7
2020-11-13,3.6,,US Embassy,51.128736,71.46939,-4.4,73,978.9,20.7,0.9
2020-11-14,4.8,,US Embassy,51.128736,71.46939,-5.1,76,974.6,15.5,1.4
2020-11-15,8.6,1.1,US Embassy,51.128736,71.46939,-6.8,88,973.7,7.1,3.2
2020-11-16,16.4,1.1,US Embassy,51.128736,71.46939,-8.7,87,982.5,11.2,3.0
2020-11-17,46.1,1.1,US Embassy,51.128736,71.46939,-14.0,82,994.1,9.0,0.1
2020-11-18,12.1,1.1,US Embassy,51.128736,71.46939,-15.9,84,993.6,8.4,0.0
2020-11-19,6.5,1.1,US Embassy,51.128736,71.46939,-12.2,86,995.6,12.0,0.0
2020-11-20,8.9,1.1,US Embassy,51.128736,71.46939,-13.3,83,998.2,11.3,0.0
2020-11-21,16.4,1.1,US Embassy,51.128736,71.46939,-16.4,82,995.9,8.8,0.0
2020-11-22,59.4,1.1,US Embassy,51.128736,71.46939,-13.5,84,990.6,6.6,0.0
2020-11-23,53.4,1.1,US Embassy,51.128736,71.46939,-9.0,87,990.4,8.8,0.0
2020-11-24,42.4,1.1,US Embassy,51.128736,71.46939,-7.6,88,990.9,7.6,0.0
2020-11-25,15.4,1.1,US Embassy,51.128736,71.46939,-12.6,85,989.9,8.5,0.0
2020-11-26,27.3,1.1,US Embassy,51.128736,71.46939,-16.0,82,988.1,7.7,0.0
2020-11-27,37.9,1.1,US Embassy,51.128736,71.46939,-12.8,83,984.5,8.6,0.0
2020-11-28,49.3,1.1,US Embassy,51.128736,71.46939,-10.8,85,981.3,20.1,6.8
2020-11-29,32.1,1.1,US Embassy,51.128736,71.46939,-11.1,82,994.2,16.3,5.1
2020-11-30,53.4,1.1,US Embassy,51.128736,71.46939,-16.3,83,1002.3,7.8,0.0
2020-12-01,146.5,1.1,US Embassy,51.128736,71.46939,-18.7,81,1002.6,12.0,0.0
2020-12-02,46.5,1.1,US Embassy,51.128736,71.46939,-14.9,78,996.8,16.4,0.0
2020-12-03,100.0,1.1,US Embassy,51.128736,71.46939,-17.3,78,988.0,13.3,0.0
2020-12-04,59.4,1.1,US Embassy,51.128736,71.46939,-19.2,79,986.1,15.8,0.0
2020-12-05,65.2,1.1,US Embassy,51.128736,71.46939,-16.3,80,991.6,16.6,0.0
2020-12-06,245.4,1.1,US Embassy,51.128736,71.46939,-21.0,81,994.0,9.3,0.0
2020-12-07,184.8,1.1,US Embassy,51.128736,71.46939,-24.4,84,990.0,6.1,0.0
2020-12-08,24.0,1.1,US Embassy,51.128736,71.46939,-18.4,82,988.2,14.8,0.0
2020-12-09,10.8,1.1,US Embassy,51.128736,71.46939,-9.9,86,986.9,9.3,2.6
2020-12-10,20.2,1.1,US Embassy,51.128736,71.46939,-8.9,88,989.4,8.8,0.1
2020-12-11,21.6,1.1,US Embassy,51.128736,71.46939,-7.6,88,996.0,6.2,0.0
2020-12-12,7.7,1.1,US Embassy,51.128736,71.46939,-9.4,87,994.7,13.4,0.0
2020-12-13,3.6,1.1,US Embassy,51.128736,71.46939,-12.3,86,992.4,12.9,0.0
2020-12-14,7.4,1.1,US Embassy,51.128736,71.46939,-12.0,85,990.5,11.6,0.0
2020-12-15,8.4,1.1,US Embassy,51.128736,71.46939,-14.2,84,993.4,9.9,0.0
2020-12-16,13.5,1.1,US Embassy,51.128736,71.46939,-15.4,83,995.4,11.6,0.0
2020-12-17,23.5,1.1,US Embassy,51.128736,71.46939,-16.1,81,991.7,15.0,0.0
2020-12-18,16.4,1.1,US Embassy,51.128736,71.46939,-12.4,78,983.0,20.5,0.0
2020-12-19,16.4,1.1,US Embassy,51.128736,71.46939,-10.7,77,974.6,15.0,0.7
2020-12-20,31.6,1.1,US Embassy,51.128736,71.46939,-14.1,80,978.6,13.1,3.4
2020-12-21,8.9,1.1,US Embassy,51.128736,71.46939,-20.3,76,992.5,17.3,0.0
2020-12-22,4.3,1.1,US Embassy,51.128736,71.46939,-17.8,75,988.2,18.7,0.1
2020-12-23,6.2,1.1,US Embassy,51.128736,71.46939,-13.1,73,983.7,18.2,0.0
2020-12-24,10.8,1.1,US Embassy,51.128736,71.46939,-12.1,81,980.3,15.2,1.9
2020-12-25,34.0,1.1,US Embassy,51.128736,71.46939,-11.5,86,984.2,10.6,0.0
2020-12-26,191.9,1.1,US Embassy,51.128736,71.46939,-21.9,75,990.1,10.2,0.0
2020-12-27,44.8,1.1,US Embassy,51.128736,71.46939,-24.3,74,995.3,8.7,0.0
2020-12-28,12.0,9.7,US Embassy,51.128736,71.46939,-16.4,70,993.0,16.6,0.0
2020-12-29,6.7,13.0,US Embassy,51.128736,71.46939,-10.5,84,986.4,14.2,1.0
2020-12-30,13.1,18.4,US Embassy,51.128736,71.46939,-14.4,82,988.9,12.8,0.1
2020-12-31,20.2,179.2,US Embassy,51.128736,71.46939,-21.9,81,993.3,7.5,0.0
2021-01-01,138.8,203.5,US Embassy,51.128736,71.46939,-21.7,82,995.0,5.5,0.6
2021-01-02,263.6,79.2,US Embassy,51.128736,71.46939,-29.4,78,1000.5,7.7,0.0
2021-01-03,158.6,31.3,US Embassy,51.128736,71.46939,-30.0,71,1005.6,11.4,0.0
2021-01-04,35.9,45.4,US Embassy,51.128736,71.46939,-23.2,67,1005.5,12.7,0.0
2021-01-05,129.1,91.4,US Embassy,51.128736,71.46939,-17.8,65,1001.0,15.8,0.0
2021-01-06,54.6,113.6,US Embassy,51.128736,71.46939,-25.0,74,997.9,17.2,0.0
2021-01-07,76.8,91.4,US Embassy,51.128736,71.46939,-29.6,74,996.5,11.2,0.0
2021-01-08,125.2,34.6,US Embassy,51.128736,71.46939,-31.3,74,996.5,6.3,0.0
2021-01-09,34.4,20.5,US Embassy,51.128736,71.46939,-24.0,73,995.1,14.4,0.0
2021-01-10,23.0,21.6,US Embassy,51.128736,71.46939,-12.7,69,983.8,21.5,0.0
2021-01-11,20.2,23.8,US Embassy,51.128736,71.46939,-9.7,73,972.2,16.4,0.0
2021-01-12,15.4,36.7,US Embassy,51.128736,71.46939,-10.9,77,962.8,22.8,2.4
2021-01-13,41.2,59.0,US Embassy,51.128736,71.46939,-21.0,76,984.1,10.1,0.1
2021-01-14,44.8,23.8,US Embassy,51.128736,71.46939,-25.5,81,995.4,7.1,0.0
2021-01-15,19.2,16.2,US Embassy,51.128736,71.46939,-19.7,69,991.8,12.9,0.0
2021-01-16,9.8,10.8,US Embassy,51.128736,71.46939,-9.4,65,976.1,18.4,0.0
2021-01-17,10.1,30.2,US Embassy,51.128736,71.46939,-8.5,87,973.2,17.9,0.0
2021-01-18,28.7,83.3,US Embassy,51.128736,71.46939,-9.9,87,971.4,10.6,0.0
2021-01-19,146.5,21.6,US Embassy,51.128736,71.46939,-15.0,83,973.8,15.0,0.0
2021-01-20,25.9,17.3,US Embassy,51.128736,71.46939,-9.3,84,971.7,18.5,1.5
2021-01-21,13.1,22.7,US Embassy,51.128736,71.46939,-11.4,84,972.7,12.3,0.0
2021-01-22,19.7,22.7,US Embassy,51.128736,71.46939,-20.9,81,973.8,13.6,0.2
2021-01-23,18.3,91.4,US Embassy,51.128736,71.46939,-16.0,79,983.3,13.6,1.2
2021-01-24,150.5,27.0,US Embassy,51.128736,71.46939,-23.1,80,992.6,6.2,0.0
2021-01-25,24.5,17.3,US Embassy,51.128736,71.46939,-15.5,82,989.7,16.1,2.4
2021-01-26,16.9,9.7,US Embassy,51.128736,71.46939,-7.0,90,989.3,14.6,0.1
2021-01-27,8.6,15.1,US Embassy,51.128736,71.46939,-5.5,92,989.6,16.7,0.0
2021-01-28,10.8,24.8,US Embassy,51.128736,71.46939,-7.2,95,992.1,14.2,0.0
2021-01-29,27.3,50.8,US Embassy,51.128736,71.46939,-8.4,93,990.0,12.6,0.0
2021-01-30,44.0,52.9,US Embassy,51.128736,71.46939,-9.4,80,983.6,10.3,0.0
2021-01-31,41.2,207.5,US Embassy,51.128736,71.46939,-8.6,75,975.3,8.0,0.0
2021-02-01,121.3,23.8,US Embassy,51.128736,71.46939,-12.9,86,975.5,6.5,0.0
2021-02-02,21.1,13.0,US Embassy,51.128736,71.46939,-14.2,86,983.8,11.7,0.0
2021-02-03,11.8,15.1,US Embassy,51.128736,71.46939,-3.8,85,980.5,21.3,0.0
2021-02-04,8.9,16.2,US Embassy,51.128736,71.46939,-3.2,85,977.8,12.5,0.9
2021-02-08,6.0,10.8,US Embassy,51.128736,71.46939,-9.2,78,959.5,26.9,4.7
2021-02-11,34.0,30.2,US Embassy,51.128736,71.46939,-21.9,73,986.9,6.6,0.3
2021-02-12,14.5,15.1,US Embassy,51.128736,71.46939,-14.0,77,985.5,6.8,0.5
2021-02-13,12.6,14.0,US Embassy,51.128736,71.46939,-4.8,88,985.3,8.5,0.5
2021-02-14,9.6,11.9,US Embassy,51.128736,71.46939,-3.4,87,983.9,14.8,0.0
2021-02-15,9.8,10.8,US Embassy,51.128736,71.46939,-5.3,86,978.6,12.4,0.0
2021-02-16,12.0,36.7,US Embassy,51.128736,71.46939,-4.0,92,973.9,12.1,0.0
2021-02-17,38.3,28.1,US Embassy,51.128736,71.46939,-12.0,80,979.4,11.1,0.1
2021-02-18,37.1,15.1,US Embassy,51.128736,71.46939,-6.9,80,967.7,23.7,5.2
2021-02-19,14.5,22.7,US Embassy,51.128736,71.46939,-12.8,76,968.0,20.4,0.0
2021-02-20,17.8,19.4,US Embassy,51.128736,71.46939,-19.4,78,982.8,12.5,0.0
2021-02-21,13.1,25.9,US Embassy,51.128736,71.46939,-16.3,77,980.1,17.2,0.0
2021-02-22,28.7,28.1,US Embassy,51.128736,71.46939,-19.9,77,980.4,8.5,0.0
2021-02-23,13.1,15.1,US Embassy,51.128736,71.46939,-10.9,81,968.8,23.0,2.9
2021-02-24,13.1,15.1,US Embassy,51.128736,71.46939,-14.8,69,961.5,29.0,2.0
2021-02-25,9.6,13.0,US Embassy,51.128736,71.46939,-22.1,67,972.6,27.5,0.2
2021-02-26,8.9,13.0,US Embassy,51.128736,71.46939,-25.6,74,987.1,14.8,0.0
2021-02-27,12.1,10.8,US Embassy,51.128736,71.46939,-22.3,75,984.7,12.3,0.1
2021-02-28,8.6,6.5,US Embassy,51.128736,71.46939,-6.1,86,970.2,22.5,6.7
2021-03-01,7.0,14.0,US Embassy,51.128736,71.46939,-1.6,89,967.4,20.6,0.7
2021-03-02,15.9,13.0,US Embassy,51.128736,71.46939,-7.2,84,971.9,13.3,0.3
2021-03-03,11.8,9.7,US Embassy,51.128736,71.46939,-9.4,81,974.0,22.9,0.0
2021-03-04,6.7,6.5,US Embassy,51.128736,71.46939,-2.5,85,968.1,28.4,1.5
2021-03-05,5.3,6.5,US Embassy,51.128736,71.46939,-5.6,80,973.8,31.2,0.1
2021-03-06,4.6,10.8,US Embassy,51.128736,71.46939,-3.7,83,972.4,27.5,0.1
2021-03-07,8.6,8.6,US Embassy,51.128736,71.46939,-1.3,90,971.9,17.6,0.9
2021-03-08,8.4,14.0,US Embassy,51.128736,71.46939,-5.2,79,969.9,21.4,1.3
2021-03-09,12.6,17.3,US Embassy,51.128736,71.46939,-11.6,77,977.9,13.3,0.0
2021-03-10,12.1,9.7,US Embassy,51.128736,71.46939,-5.2,83,963.7,19.9,9.8
2021-03-11,5.8,11.9,US Embassy,51.128736,71.46939,-8.5,79,968.4,28.9,2.6
2021-03-12,9.8,14.0,US Embassy,51.128736,71.46939,-16.0,75,972.3,17.5,0.0
2021-03-13,14.5,50.8,US Embassy,51.128736,71.46939,-20.2,70,984.4,9.8,0.0
2021-03-14,44.4,32.4,US Embassy,51.128736,71.46939,-19.4,73,986.0,5.2,0.0
2021-03-15,37.5,25.9,US Embassy,51.128736,71.46939,-17.8,73,987.9,8.6,0.0
2021-03-16,29.7,10.8,US Embassy,51.128736,71.46939,-16.7,74,991.2,9.3,0.0
2021-03-17,7.7,16.2,US Embassy,51.128736,71.46939,-12.9,70,990.5,16.1,0.0
2021-03-18,9.8,14.0,US Embassy,51.128736,71.46939,-11.2,68,991.3,11.4,0.0
2021-03-19,10.3,9.7,US Embassy,51.128736,71.46939,-3.7,67,978.4,21.1,0.0
2021-03-20,9.1,8.6,US Embassy,51.128736,71.46939,0.5,80,964.4,22.3,2.5
2021-03-21,10.8,10.8,US Embassy,51.128736,71.46939,-0.8,84,967.6,26.1,0.0
2021-03-22,12.1,32.4,US Embassy,51.128736,71.46939,-1.8,85,971.6,15.6,3.6
2021-03-23,22.1,15.1,US Embassy,51.128736,71.46939,-5.4,88,967.4,25.5,22.0
2021-03-24,11.5,54.0,US Embassy,51.128736,71.46939,-6.5,84,978.6,17.3,0.0
2021-03-25,44.8,44.3,US Embassy,51.128736,71.46939,-6.1,78,971.4,6.6,0.0
2021-03-26,42.8,11.9,US Embassy,51.128736,71.46939,-5.4,80,971.3,12.3,0.0
2021-03-27,11.5,11.9,US Embassy,51.128736,71.46939,-0.2,89,966.0,16.2,3.9
2021-03-28,9.6,7.6,US Embassy,51.128736,71.46939,0.3,91,963.5,13.7,3.8
2021-03-29,7.0,20.5,US Embassy,51.128736,71.46939,-3.5,79,975.0,20.6,0.1
2021-03-30,22.6,30.2,US Embassy,51.128736,71.46939,-5.3,86,984.9,5.4,0.0
2021-03-31,30.6,51.8,US Embassy,51.128736,71.46939,-7.8,80,988.0,6.5,0.0
2021-04-01,88.4,13.0,US Embassy,51.128736,71.46939,-8.6,78,987.6,8.6,0.0
2021-04-02,8.6,14.0,US Embassy,51.128736,71.46939,-4.3,77,986.8,17.7,0.0
2021-04-03,12.1,10.8,US Embassy,51.128736,71.46939,-2.1,78,982.6,11.2,0.0
2021-04-04,6.7,8.6,US Embassy,51.128736,71.46939,3.2,72,970.2,14.8,0.0
2021-04-05,7.7,10.8,US Embassy,51.128736,71.46939,2.7,88,966.5,19.2,3.6
2021-04-06,6.2,19.4,US Embassy,51.128736,71.46939,0.7,86,979.8,12.6,0.5
2021-04-07,16.4,19.4,US Embassy,51.128736,71.46939,3.0,85,981.8,6.8,1.3
2021-04-08,15.9,27.0,US Embassy,51.128736,71.46939,4.8,81,980.5,11.2,0.0
2021-04-09,21.1,24.8,US Embassy,51.128736,71.46939,4.6,78,980.1,8.0,0.2
2021-04-10,20.2,25.9,US Embassy,51.128736,71.46939,2.4,81,985.8,20.5,1.6
2021-04-11,18.8,57.0,US Embassy,51.128736,71.46939,2.8,69,992.8,20.4,0.0
2021-04-12,29.7,50.8,US Embassy,51.128736,71.46939,4.8,60,989.8,10.8,0.0
2021-04-13,41.6,93.4,US Embassy,51.128736,71.46939,4.7,67,991.7,15.1,0.0
2021-04-14,36.7,231.8,US Embassy,51.128736,71.46939,5.8,60,990.7,6.5,0.0
2021-04-15,165.6,152.0,US Embassy,51.128736,71.46939,7.1,65,983.0,4.8,0.0
2021-04-16,125.2,48.6,US Embassy,51.128736,71.46939,9.7,63,975.7,8.1,0.0
2021-04-17,14.5,87.3,US Embassy,51.128736,71.46939,7.2,68,978.5,12.8,0.0
2021-04-18,35.4,40.0,US Embassy,51.128736,71.46939,10.0,61,972.2,12.6,0.0
2021-04-19,14.0,43.2,US Embassy,51.128736,71.46939,-1.8,49,980.0,21.1,0.0
2021-04-20,18.3,65.1,US Embassy,51.128736,71.46939,-3.5,35,984.1,17.0,0.0
2021-04-21,45.7,54.0,US Embassy,51.128736,71.46939,1.5,42,984.3,13.3,0.0
2021-04-22,33.0,49.7,US Embassy,51.128736,71.46939,1.0,54,994.5,13.2,0.0
2021-04-23,22.1,30.2,US Embassy,51.128736,71.46939,2.3,45,996.9,12.1,0.0
2021-04-24,8.9,44.3,US Embassy,51.128736,71.46939,5.3,33,988.5,15.9,0.0
2021-04-25,8.4,19.4,US Embassy,51.128736,71.46939,9.1,40,979.1,16.8,0.1
2021-04-26,5.5,41.0,US Embassy,51.128736,71.46939,11.2,67,979.7,14.9,1.0
2021-04-27,7.4,33.5,US Embassy,51.128736,71.46939,16.1,49,974.0,18.5,0.4
2021-04-28,7.2,41.0,US Embassy,51.128736,71.46939,17.7,43,970.0,14.9,0.1
2021-04-29,15.4,36.7,US Embassy,51.128736,71.46939,12.5,55,969.4,11.1,0.4
2021-04-30,11.3,40.0,US Embassy,51.128736,71.46939,9.5,41,974.8,11.0,0.0
2021-05-01,10.8,36.7,US Embassy,51.128736,71.46939,8.9,38,983.8,13.3,0.0
2021-05-02,13.5,43.2,US Embassy,51.128736,71.46939,9.5,40,985.3,10.6,0.0
2021-05-03,15.9,21.6,US Embassy,51.128736,71.46939,12.6,36,979.2,11.8,0.0
2021-05-04,6.7,36.7,US Embassy,51.128736,71.46939,13.6,53,979.5,13.3,0.0
2021-05-05,12.1,31.3,US Embassy,51.128736,71.46939,17.3,37,969.4,11.9,0.0
2021-05-06,9.1,32.4,US Embassy,51.128736,71.46939,19.4,34,964.6,13.6,0.0
2021-05-07,11.0,37.8,US Embassy,51.128736,71.46939,14.4,36,975.9,10.1,0.0
2021-05-08,15.9,10.8,US Embassy,51.128736,71.46939,14.9,58,974.9,16.4,3.9
2021-05-09,10.3,17.3,US Embassy,51.128736,71.46939,16.3,76,967.2,10.8,4.0
2021-05-10,12.6,35.6,US Embassy,51.128736,71.46939,12.1,75,968.1,17.2,4.4
2021-05-11,15.4,54.0,US Embassy,51.128736,71.46939,11.9,48,978.7,18.2,0.0
2021-05-12,28.3,42.1,US Embassy,51.128736,71.46939,14.1,50,981.5,11.5,0.0
2021-05-13,14.5,32.4,US Embassy,51.128736,71.46939,15.4,48,980.0,14.5,0.0
2021-05-14,9.8,36.7,US Embassy,51.128736,71.46939,14.9,55,982.9,12.4,0.0
2021-05-15,8.4,33.5,US Embassy,51.128736,71.46939,16.8,53,983.4,9.6,0.0
2021-05-16,10.1,40.0,US Embassy,51.128736,71.46939,20.2,47,978.4,10.8,0.2
2021-05-17,15.4,52.9,US Embassy,51.128736,71.46939,22.2,45,976.9,9.6,0.0
2021-05-18,15.0,40.0,US Embassy,51.128736,71.46939,22.1,47,972.4,10.5,0.2
2021-05-19,14.5,28.1,US Embassy,51.128736,71.46939,16.8,61,971.0,16.9,1.0
2021-05-20,8.6,40.0,US Embassy,51.128736,71.46939,14.1,52,978.9,10.1,0.0
2021-05-21,7.2,35.6,US Embassy,51.128736,71.46939,18.0,45,980.2,12.9,0.0
2021-05-22,7.0,40.0,US Embassy,51.128736,71.46939,21.2,42,981.5,7.1,0.0
2021-05-23,9.1,75.2,US Embassy,51.128736,71.46939,22.6,44,980.8,4.6,0.0
2021-05-24,12.6,54.0,US Embassy,51.128736,71.46939,24.9,43,979.2,6.3,0.0
2021-05-25,12.6,55.0,US Embassy,51.128736,71.46939,26.3,42,976.6,8.5,0.0
2021-05-26,16.9,41.0,US Embassy,51.128736,71.46939,26.5,41,970.2,7.8,0.1
2021-05-27,10.3,34.6,US Embassy,51.128736,71.46939,20.7,47,970.1,15.9,0.0
2021-05-28,8.4,40.0,US Embassy,51.128736,71.46939,16.3,45,978.8,12.3,0.0
2021-05-29,6.5,33.5,US Embassy,51.128736,71.46939,19.3,33,976.1,15.2,0.0
2021-05-30,6.5,29.2,US Embassy,51.128736,71.46939,23.1,34,971.3,15.1,0.5
2021-05-31,6.7,35.6,US Embassy,51.128736,71.46939,24.7,40,966.1,11.2,0.5
2021-06-01,13.5,29.2,US Embassy,51.128736,71.46939,22.5,58,965.5,13.8,0.5
2021-06-02,11.8,22.7,US Embassy,51.128736,71.46939,21.3,60,968.0,19.8,0.1
2021-06-03,6.7,17.3,US Embassy,51.128736,71.46939,17.2,65,967.9,17.7,8.7
2021-06-04,9.6,17.3,US Embassy,51.128736,71.46939,13.5,62,970.8,15.6,5.6
2021-06-05,7.7,24.8,US Embassy,51.128736,71.46939,11.1,48,980.8,10.5,0.0
2021-06-06,15.4,25.9,US Embassy,51.128736,71.46939,14.8,51,977.7,9.0,0.0
2021-06-07,8.9,31.3,US Embassy,51.128736,71.46939,18.4,43,969.7,9.0,0.0
2021-06-08,7.4,31.3,US Embassy,51.128736,71.46939,20.5,43,965.0,10.7,0.0
2021-06-09,7.9,35.6,US Embassy,51.128736,71.46939,18.1,48,968.9,20.8,0.0
2021-06-10,7.0,23.8,US Embassy,51.128736,71.46939,18.3,36,969.6,20.6,0.0
2021-06-11,7.0,24.8,US Embassy,51.128736,71.46939,16.2,35,974.4,16.7,0.0
2021-06-12,7.7,36.7,US Embassy,51.128736,71.46939,15.1,42,978.7,11.1,0.0
2021-06-13,19.7,30.2,US Embassy,51.128736,71.46939,16.2,53,980.2,11.3,0.2
2021-06-14,9.6,20.5,US Embassy,51.128736,71.46939,21.9,42,979.5,13.3,0.0
2021-06-15,6.2,31.3,US Embassy,51.128736,71.46939,22.1,44,977.4,9.7,0.0
2021-06-16,10.3,25.9,US Embassy,51.128736,71.46939,23.9,43,974.2,10.2,0.0
2021-06-17,11.3,35.6,US Embassy,51.128736,71.46939,25.2,43,971.3,9.1,0.0
2021-06-18,13.5,11.9,US Embassy,51.128736,71.46939,24.7,42,964.3,20.6,0.1
2021-06-19,7.0,8.6,US Embassy,51.128736,71.46939,13.8,50,970.3,21.1,0.3
2021-06-20,7.0,8.6,US Embassy,51.128736,71.46939,13.7,71,967.7,15.5,7.1
2021-06-21,8.6,7.6,US Embassy,51.128736,71.46939,11.8,79,966.8,18.7,2.7
2021-06-22,7.9,7.6,US Embassy,51.128736,71.46939,14.2,66,974.6,13.6,1.7
2021-06-23,7.0,11.9,US Embassy,51.128736,71.46939,14.0,72,968.7,15.0,6.3
2021-06-24,5.8,18.4,US Embassy,51.128736,71.46939,13.2,58,971.3,15.8,0.2
2021-06-25,7.0,19.4,US Embassy,51.128736,71.46939,14.4,57,971.1,11.4,0.0
2021-06-26,5.5,21.6,US Embassy,51.128736,71.46939,16.1,56,971.5,5.8,0.0
2021-06-27,5.8,23.8,US Embassy,51.128736,71.46939,19.5,49,971.2,15.6,0.0
2021-06-28,14.5,15.1,US Embassy,51.128736,71.46939,23.3,48,968.9,10.1,0.0
2021-06-29,7.4,27.0,US Embassy,51.128736,71.46939,22.6,52,973.0,14.0,0.0
2021-06-30,8.6,30.2,US Embassy,51.128736,71.46939,23.9,43,973.3,11.4,0.0
2021-07-01,8.9,33.5,US Embassy,51.128736,71.46939,26.2,39,970.6,13.1,0.0
2021-07-02,14.5,32.4,US Embassy,51.128736,71.46939,29.1,39,967.9,13.9,0.0
2021-07-03,9.1,25.9,US Embassy,51.128736,71.46939,29.5,36,964.9,11.9,0.0
2021-07-04,8.6,28.1,US Embassy,51.128736,71.46939,30.0,30,961.7,12.0,0.0
