date,station_name,latitude,longitude,PM2.5,PM10,temperature,humidity,pressure,wind_speed,precipitation,dayofweek,month,day
2025-03-19,Kazhydromet-14,51.157984,71.413998,2.98,7.38,2.6,77,978.1,20.0,0.0,2,3,19
2025-03-20,Kazhydromet-14,51.157984,71.413998,2.27,7.2,2.8,77,972.4,20.5,0.0,3,3,20
2025-03-21,Kazhydromet-14,51.157984,71.413998,3.33,9.47,0.5,90,974.9,13.1,3.6,4,3,21
2025-03-22,Kazhydromet-14,51.157984,71.413998,4.7,11.77,-3.4,83,986.1,7.5,0.0,5,3,22
2025-03-23,Kazhydromet-14,51.157984,71.413998,4.7,11.77,-4.0,88,981.1,11.9,0.0,6,3,23
2025-03-24,Kazhydromet-14,51.157984,71.413998,4.7,11.77,-5.2,77,980.6,18.8,0.5,0,3,24
2025-03-25,Kazhydromet-14,51.157984,71.413998,4.7,11.77,-7.8,78,993.3,8.8,0.0,1,3,25
2025-03-26,Kazhydromet-14,51.157984,71.413998,4.7,11.77,-5.9,85,995.9,5.1,0.0,2,3,26
2025-03-27,Kazhydromet-14,51.157984,71.413998,4.7,11.77,-2.1,78,991.3,15.1,0.0,3,3,27
2025-03-28,Kazhydromet-14,51.157984,71.413998,3.41,14.34,-0.4,72,988.2,16.0,0.0,4,3,28
2025-03-29,Kazhydromet-14,51.157984,71.413998,3.41,14.34,1.0,77,987.9,11.5,0.0,5,3,29
2025-03-30,Kazhydromet-14,51.157984,71.413998,3.41,14.34,0.9,73,988.3,4.4,0.0,6,3,30
2025-03-31,Kazhydromet-14,51.157984,71.413998,3.41,13.1,2.6,75,985.3,10.0,1.5,0,3,31
2025-04-01,Kazhydromet-14,51.157984,71.413998,2.56,14.32,3.5,86,981.1,13.6,0.1,1,4,1
2025-04-02,Kazhydromet-14,51.157984,71.413998,2.64,13.75,4.1,72,983.1,4.2,0.0,2,4,2
2025-04-03,Kazhydromet-14,51.157984,71.413998,2.2,8.68,7.7,60,972.9,20.5,0.0,3,4,3
2025-04-04,Kazhydromet-14,51.157984,71.413998,2.31,7.81,7.2,79,957.7,22.4,7.2,4,4,4
2025-04-05,Kazhydromet-14,51.157984,71.413998,1.78,5.32,4.8,67,973.1,17.6,0.0,5,4,5
2025-04-06,Kazhydromet-14,51.157984,71.413998,2.82,8.14,9.0,67,974.6,14.3,0.0,6,4,6
2025-04-07,Kazhydromet-14,51.157984,71.413998,1.63,6.45,8.9,72,970.0,14.1,0.3,0,4,7
2025-04-08,Kazhydromet-14,51.157984,71.413998,2.4,10.84,12.3,73,968.7,11.8,1.5,1,4,8
2025-04-09,Kazhydromet-14,51.157984,71.413998,2.54,13.87,10.7,75,979.3,6.2,0.6,2,4,9
2025-04-10,Kazhydromet-14,51.157984,71.413998,1.88,8.02,13.6,63,978.8,14.6,0.0,3,4,10
2025-04-11,Kazhydromet-14,51.157984,71.413998,1.5,5.25,15.8,48,973.4,19.6,0.0,4,4,11
2025-04-12,Kazhydromet-14,51.157984,71.413998,1.63,6.25,15.7,54,968.5,18.5,0.0,5,4,12
2025-04-13,Kazhydromet-14,51.157984,71.413998,2.06,7.43,6.5,85,973.0,16.7,15.2,6,4,13
2025-04-14,Kazhydromet-14,51.157984,71.413998,2.9,12.82,8.2,70,978.5,8.9,6.9,0,4,14
2025-04-15,Kazhydromet-14,51.157984,71.413998,1.67,8.68,8.2,77,978.7,9.6,2.4,1,4,15
2025-04-16,Kazhydromet-14,51.157984,71.413998,1.65,5.49,7.4,62,980.4,14.4,0.0,2,4,16
2025-04-17,Kazhydromet-14,51.157984,71.413998,1.96,6.46,5.1,56,974.0,21.9,0.5,3,4,17
2025-04-18,Kazhydromet-14,51.157984,71.413998,1.19,6.77,1.7,56,976.5,17.1,1.1,4,4,18
2025-04-19,Kazhydromet-14,51.157984,71.413998,1.44,5.03,-0.1,48,980.9,7.8,0.0,5,4,19
2025-04-20,Kazhydromet-14,51.157984,71.413998,1.56,8.31,12.3,54,974.9,22.9,0.0,6,4,20
2025-04-21,Kazhydromet-14,51.157984,71.413998,1.12,9.11,14.5,67,978.0,14.6,0.3,0,4,21
2025-04-22,Kazhydromet-14,51.157984,71.413998,1.1,8.05,14.8,70,980.6,10.4,0.0,1,4,22
2025-04-23,Kazhydromet-14,51.157984,71.413998,1.52,8.16,15.5,59,977.9,13.1,0.1,2,4,23
2025-04-24,Kazhydromet-14,51.157984,71.413998,2.0,5.92,11.4,65,982.2,15.0,0.0,3,4,24
2025-04-25,Kazhydromet-14,51.157984,71.413998,1.69,6.65,14.9,60,977.8,11.0,0.0,4,4,25
2025-04-26,Kazhydromet-14,51.157984,71.413998,1.78,6.98,17.5,48,971.2,18.6,0.0,5,4,26
2025-04-27,Kazhydromet-14,51.157984,71.413998,1.74,6.05,17.0,69,965.3,11.2,4.2,6,4,27
2025-04-28,Kazhydromet-14,51.157984,71.413998,0.74,0.48,17.7,67,967.8,17.7,1.0,0,4,28
2025-04-29,Kazhydromet-14,51.157984,71.413998,1.09,13.59,8.9,47,973.6,27.2,0.0,1,4,29
2025-04-30,Kazhydromet-14,51.157984,71.413998,1.12,24.11,5.9,55,986.4,9.6,0.0,2,4,30
2025-05-02,Kazhydromet-14,51.157984,71.413998,5.69,6.74,11.4,53,981.4,12.5,0.3,4,5,2
2025-05-03,Kazhydromet-14,51.157984,71.413998,3.78,4.8,11.5,55,984.9,10.8,0.0,5,5,3
2025-05-04,Kazhydromet-14,51.157984,71.413998,4.5,5.55,16.0,46,970.5,19.9,0.0,6,5,4
2025-05-05,Kazhydromet-14,51.157984,71.413998,4.86,5.88,14.1,53,975.3,12.4,0.0,0,5,5
2025-05-06,Kazhydromet-14,51.157984,71.413998,4.26,5.51,17.0,55,977.7,8.7,0.0,1,5,6
2025-05-07,Kazhydromet-14,51.157984,71.413998,4.28,5.55,18.4,54,972.1,6.9,0.0,2,5,7
2025-05-08,Kazhydromet-14,51.157984,71.413998,4.43,5.53,20.8,46,967.7,11.9,0.1,3,5,8
2025-05-09,Kazhydromet-14,51.157984,71.413998,3.35,4.34,19.7,56,964.1,13.9,0.8,4,5,9
2025-05-10,Kazhydromet-14,51.157984,71.413998,4.62,5.68,17.7,65,968.8,20.0,4.0,5,5,10
2025-05-11,Kazhydromet-14,51.157984,71.413998,2.49,3.0,14.1,75,975.7,13.1,0.7,6,5,11
2025-05-12,Kazhydromet-14,51.157984,71.413998,2.41,3.19,16.6,68,978.6,9.5,0.0,0,5,12
2025-05-13,Kazhydromet-14,51.157984,71.413998,3.04,3.91,20.9,54,973.4,12.9,0.0,1,5,13
2025-05-14,Kazhydromet-14,51.157984,71.413998,4.08,5.05,22.3,54,971.2,10.0,0.1,2,5,14
2025-05-15,Kazhydromet-14,51.157984,71.413998,3.93,6.22,24.6,50,973.3,10.4,0.0,3,5,15
2025-05-16,Kazhydromet-14,51.157984,71.413998,4.8,7.01,26.1,45,972.1,10.9,0.0,4,5,16
2025-05-17,Kazhydromet-14,51.157984,71.413998,4.86,6.32,24.4,43,964.3,16.5,0.4,5,5,17
2025-05-18,Kazhydromet-14,51.157984,71.413998,3.9,4.71,12.9,89,963.6,22.0,31.5,6,5,18
2025-05-19,Kazhydromet-14,51.157984,71.413998,2.52,2.94,13.8,57,978.7,11.4,0.0,0,5,19
2025-05-20,Kazhydromet-14,51.157984,71.413998,3.55,4.72,16.1,55,978.2,13.2,0.0,1,5,20
2025-05-21,Kazhydromet-14,51.157984,71.413998,3.11,4.43,18.6,51,973.7,15.2,0.0,2,5,21
2025-05-22,Kazhydromet-14,51.157984,71.413998,3.5,5.37,18.1,60,970.0,14.1,1.5,3,5,22
2025-05-23,Kazhydromet-14,51.157984,71.413998,2.48,3.28,15.5,67,964.6,25.2,1.0,4,5,23
2025-05-24,Kazhydromet-14,51.157984,71.413998,2.68,4.15,12.8,65,971.9,14.0,0.2,5,5,24
2025-05-25,Kazhydromet-14,51.157984,71.413998,3.37,4.97,10.6,65,972.7,6.9,0.9,6,5,25
2025-05-26,Kazhydromet-14,51.157984,71.413998,2.91,3.93,10.9,61,978.6,14.2,0.6,0,5,26
2025-05-27,Kazhydromet-14,51.157984,71.413998,2.75,3.92,12.6,58,983.8,10.3,0.0,1,5,27
2025-05-28,Kazhydromet-14,51.157984,71.413998,3.33,4.32,17.6,55,978.5,16.8,0.5,2,5,28
2025-05-29,Kazhydromet-14,51.157984,71.413998,3.42,5.17,16.3,66,980.6,6.3,0.2,3,5,29
2025-05-30,Kazhydromet-14,51.157984,71.413998,5.43,6.43,19.3,59,977.9,11.8,0.0,4,5,30
2025-05-31,Kazhydromet-14,51.157984,71.413998,5.92,7.74,20.7,56,979.0,6.4,0.2,5,5,31
2025-06-01,Kazhydromet-14,51.157984,71.413998,3.62,4.76,20.4,54,977.6,6.8,0.9,6,6,1
2025-06-02,Kazhydromet-14,51.157984,71.413998,4.23,5.94,21.5,53,973.3,4.1,0.0,0,6,2
2025-06-03,Kazhydromet-14,51.157984,71.413998,4.32,5.69,23.7,43,968.5,10.6,0.1,1,6,3
2025-06-04,Kazhydromet-14,51.157984,71.413998,3.74,5.05,21.7,57,964.8,12.5,3.1,2,6,4
2025-06-05,Kazhydromet-14,51.157984,71.413998,4.72,5.75,19.8,50,967.5,13.0,0.0,3,6,5
2025-06-06,Kazhydromet-14,51.157984,71.413998,4.8,6.39,23.0,51,971.6,7.6,0.0,4,6,6
2025-06-07,Kazhydromet-14,51.157984,71.413998,4.83,6.97,20.8,63,970.1,14.6,3.1,5,6,7
2025-06-08,Kazhydromet-14,51.157984,71.413998,3.13,3.98,15.0,85,973.2,17.2,17.2,6,6,8
2025-06-09,Kazhydromet-14,51.157984,71.413998,3.53,4.63,15.8,65,978.8,15.1,0.0,0,6,9
2025-06-10,Kazhydromet-14,51.157984,71.413998,3.32,4.48,18.0,60,977.4,17.0,0.0,1,6,10
2025-06-11,Kazhydromet-14,51.157984,71.413998,2.77,4.2,22.5,56,974.8,13.1,0.0,2,6,11
2025-06-12,Kazhydromet-14,51.157984,71.413998,2.83,4.01,22.2,61,974.9,8.8,0.0,3,6,12
2025-06-13,Kazhydromet-14,51.157984,71.413998,2.22,2.09,22.4,65,973.6,9.1,2.6,4,6,13
2025-06-14,Kazhydromet-14,51.157984,71.413998,2.08,2.13,22.1,65,970.6,7.1,0.2,5,6,14
2025-06-15,Kazhydromet-14,51.157984,71.413998,1.15,1.46,22.5,67,969.7,10.0,0.5,6,6,15
2025-06-16,Kazhydromet-14,51.157984,71.413998,2.44,2.48,23.9,57,970.6,7.6,0.0,0,6,16
2025-06-17,Kazhydromet-14,51.157984,71.413998,1.96,1.58,26.0,49,967.6,10.3,0.0,1,6,17
2025-06-18,Kazhydromet-14,51.157984,71.413998,1.46,1.72,27.0,41,963.7,13.7,1.1,2,6,18
2025-06-19,Kazhydromet-14,51.157984,71.413998,1.91,1.67,24.0,49,961.0,11.6,0.8,3,6,19
2025-06-20,Kazhydromet-14,51.157984,71.413998,1.38,1.59,20.3,59,963.0,18.4,1.0,4,6,20
2025-06-21,Kazhydromet-14,51.157984,71.413998,1.39,1.64,19.4,60,965.6,25.0,4.9,5,6,21
2025-06-22,Kazhydromet-14,51.157984,71.413998,1.95,1.67,21.5,51,966.5,18.8,0.0,6,6,22
2025-06-23,Kazhydromet-14,51.157984,71.413998,1.94,1.85,16.8,69,964.4,11.1,12.0,0,6,23
2025-06-24,Kazhydromet-14,51.157984,71.413998,1.81,1.75,17.3,69,967.3,10.9,0.2,1,6,24
2025-06-25,Kazhydromet-14,51.157984,71.413998,1.08,1.29,16.3,62,969.4,16.6,0.6,2,6,25
2025-06-26,Kazhydromet-14,51.157984,71.413998,1.61,1.53,15.0,77,968.3,17.8,8.3,3,6,26
2025-06-27,Kazhydromet-14,51.157984,71.413998,1.61,1.33,17.3,70,969.2,10.9,1.0,4,6,27
2025-06-28,Kazhydromet-14,51.157984,71.413998,2.0,2.02,19.8,65,963.6,10.7,1.6,5,6,28
2025-06-29,Kazhydromet-14,51.157984,71.413998,2.4,2.14,17.2,78,958.0,9.5,7.4,6,6,29
2025-06-30,Kazhydromet-14,51.157984,71.413998,2.08,2.91,17.8,75,959.0,9.1,0.2,0,6,30
2025-07-01,Kazhydromet-14,51.157984,71.413998,1.82,2.64,20.8,65,966.2,8.1,0.0,1,7,1
2025-07-02,Kazhydromet-14,51.157984,71.413998,3.1,3.84,22.8,66,971.5,3.7,0.0,2,7,2
2025-07-03,Kazhydromet-14,51.157984,71.413998,2.44,3.28,24.7,61,972.1,6.3,0.0,3,7,3
2025-07-04,Kazhydromet-14,51.157984,71.413998,2.98,3.73,24.0,59,965.0,14.6,2.8,4,7,4
2025-07-05,Kazhydromet-14,51.157984,71.413998,2.91,4.01,18.5,77,962.2,14.0,9.9,5,7,5
2025-07-06,Kazhydromet-14,51.157984,71.413998,3.43,5.05,20.4,64,966.1,14.0,0.0,6,7,6
2025-07-07,Kazhydromet-14,51.157984,71.413998,3.27,4.59,19.8,70,966.4,12.1,4.0,0,7,7
2025-07-08,Kazhydromet-14,51.157984,71.413998,2.06,2.94,18.3,61,971.8,9.6,0.0,1,7,8
2025-07-09,Kazhydromet-14,51.157984,71.413998,2.06,2.81,19.2,54,972.4,12.0,0.0,2,7,9
2025-07-10,Kazhydromet-14,51.157984,71.413998,2.12,2.96,19.8,61,972.0,7.6,0.1,3,7,10
2025-07-11,Kazhydromet-14,51.157984,71.413998,2.84,3.94,21.3,66,971.0,10.7,2.0,4,7,11
2025-07-12,Kazhydromet-14,51.157984,71.413998,2.94,4.09,19.7,57,971.3,14.1,0.0,5,7,12
2025-07-13,Kazhydromet-14,51.157984,71.413998,2.92,3.07,18.3,60,969.8,10.3,0.0,6,7,13
2025-07-14,Kazhydromet-14,51.157984,71.413998,1.78,2.72,17.3,67,968.0,10.1,0.1,0,7,14
2025-07-15,Kazhydromet-14,51.157984,71.413998,1.97,2.63,18.0,72,967.6,5.8,0.4,1,7,15
2025-07-16,Kazhydromet-14,51.157984,71.413998,2.46,3.59,21.1,60,967.4,5.0,0.0,2,7,16
2025-07-17,Kazhydromet-14,51.157984,71.413998,3.66,5.36,23.4,52,966.6,9.0,0.0,3,7,17
2025-07-18,Kazhydromet-14,51.157984,71.413998,3.71,5.33,23.9,55,966.7,9.6,0.3,4,7,18
2025-07-19,Kazhydromet-14,51.157984,71.413998,3.41,4.47,19.0,64,968.0,15.4,0.1,5,7,19
2025-07-20,Kazhydromet-14,51.157984,71.413998,2.56,3.49,18.2,59,976.9,5.7,0.0,6,7,20
2025-07-21,Kazhydromet-14,51.157984,71.413998,2.27,2.95,20.9,54,976.6,8.2,0.0,0,7,21
2025-07-22,Kazhydromet-14,51.157984,71.413998,1.84,2.69,22.7,49,975.8,9.5,0.0,1,7,22
2025-07-23,Kazhydromet-14,51.157984,71.413998,2.06,3.2,23.9,43,968.6,8.8,1.0,2,7,23
2025-07-24,Kazhydromet-14,51.157984,71.413998,2.6,3.49,22.7,46,962.7,13.1,0.0,3,7,24
2025-07-25,Kazhydromet-14,51.157984,71.413998,1.97,2.68,22.1,50,958.5,11.4,0.8,4,7,25
2025-07-26,Kazhydromet-14,51.157984,71.413998,2.74,3.73,21.7,74,958.3,10.2,6.5,5,7,26
2025-07-27,Kazhydromet-14,51.157984,71.413998,3.0,3.53,20.6,75,958.1,14.1,2.3,6,7,27
2025-07-28,Kazhydromet-14,51.157984,71.413998,3.34,4.28,21.5,61,962.5,12.6,0.0,0,7,28
2025-07-29,Kazhydromet-14,51.157984,71.413998,3.09,3.31,19.5,71,961.4,11.1,9.2,1,7,29
2025-07-30,Kazhydromet-14,51.157984,71.413998,3.41,4.45,17.8,75,960.3,7.6,5.5,2,7,30
2025-07-31,Kazhydromet-14,51.157984,71.413998,1.97,2.62,18.3,77,960.9,4.7,0.6,3,7,31
2025-08-01,Kazhydromet-14,51.157984,71.413998,2.23,2.65,18.0,81,962.4,6.8,9.4,4,8,1
2025-08-02,Kazhydromet-14,51.157984,71.413998,2.64,3.62,18.5,82,966.9,11.8,4.1,5,8,2
2025-08-03,Kazhydromet-14,51.157984,71.413998,2.16,2.99,17.0,65,974.7,13.6,0.0,6,8,3
2025-08-04,Kazhydromet-14,51.157984,71.413998,2.75,3.79,14.2,58,980.0,11.7,0.0,0,8,4
2025-08-05,Kazhydromet-14,51.157984,71.413998,2.16,2.65,16.0,58,978.1,10.5,0.0,1,8,5
2025-08-06,Kazhydromet-14,51.157984,71.413998,2.79,3.91,18.7,56,972.0,17.6,0.7,2,8,6
2025-08-07,Kazhydromet-14,51.157984,71.413998,2.24,3.07,17.3,70,970.3,8.6,4.2,3,8,7
2025-08-08,Kazhydromet-14,51.157984,71.413998,2.69,3.58,16.0,70,969.1,13.8,0.0,4,8,8
2025-08-09,Kazhydromet-14,51.157984,71.413998,1.89,2.5,15.8,62,974.3,11.9,0.0,5,8,9
2025-08-10,Kazhydromet-14,51.157984,71.413998,2.06,2.95,17.5,64,976.8,4.0,0.0,6,8,10
2025-08-11,Kazhydromet-14,51.157984,71.413998,2.2,3.15,20.1,53,973.4,10.1,0.0,0,8,11
2025-08-12,Kazhydromet-14,51.157984,71.413998,2.63,3.18,16.9,75,964.4,24.4,7.2,1,8,12
2025-08-13,Kazhydromet-14,51.157984,71.413998,2.25,3.3,18.9,65,968.4,11.9,0.0,2,8,13
2025-08-14,Kazhydromet-14,51.157984,71.413998,2.34,2.77,17.5,73,960.9,14.8,8.4,3,8,14
2025-08-15,Kazhydromet-14,51.157984,71.413998,2.67,3.07,16.9,74,961.5,14.7,0.8,4,8,15
2025-08-16,Kazhydromet-14,51.157984,71.413998,3.05,3.56,16.0,82,961.7,11.3,14.5,5,8,16
2025-08-17,Kazhydromet-14,51.157984,71.413998,2.72,3.23,16.2,75,963.3,14.9,7.0,6,8,17
2025-08-18,Kazhydromet-14,51.157984,71.413998,2.93,4.72,16.1,71,969.7,13.9,2.1,0,8,18
2025-08-19,Kazhydromet-14,51.157984,71.413998,3.16,4.42,18.2,68,972.0,8.0,1.0,1,8,19
2025-08-20,Kazhydromet-14,51.157984,71.413998,2.93,3.87,20.4,65,967.2,9.1,0.0,2,8,20
2025-08-21,Kazhydromet-14,51.157984,71.413998,2.93,3.32,19.0,60,964.4,11.5,0.1,3,8,21
2025-08-22,Kazhydromet-14,51.157984,71.413998,2.47,3.02,15.6,71,966.5,13.6,1.6,4,8,22
2025-08-23,Kazhydromet-14,51.157984,71.413998,3.04,3.8,17.9,72,970.1,12.2,1.2,5,8,23
2025-08-24,Kazhydromet-14,51.157984,71.413998,3.4,4.51,18.7,68,977.6,8.5,0.0,6,8,24
2025-08-25,Kazhydromet-14,51.157984,71.413998,2.06,2.94,18.7,56,980.8,9.5,0.0,0,8,25
2025-08-26,Kazhydromet-14,51.157984,71.413998,2.08,2.78,20.9,53,980.9,9.7,0.0,1,8,26
2025-08-27,Kazhydromet-14,51.157984,71.413998,2.95,3.24,23.0,44,979.8,8.2,0.0,2,8,27
2025-08-28,Kazhydromet-14,51.157984,71.413998,3.58,3.95,25.2,36,975.1,13.1,0.0,3,8,28
2025-08-29,Kazhydromet-14,51.157984,71.413998,2.6,3.38,20.4,50,974.7,10.6,0.1,4,8,29
2025-08-30,Kazhydromet-14,51.157984,71.413998,3.5,4.23,14.8,57,970.5,13.3,1.6,5,8,30
2025-08-31,Kazhydromet-14,51.157984,71.413998,2.75,3.51,12.6,65,975.5,17.6,0.3,6,8,31
2025-09-01,Kazhydromet-14,51.157984,71.413998,2.86,3.57,12.7,74,970.8,11.8,0.6,0,9,1
2025-09-02,Kazhydromet-14,51.157984,71.413998,2.61,2.95,12.5,69,975.3,13.2,0.2,1,9,2
2025-10-08,Kazhydromet-14,51.157984,71.413998,7.33,8.17,1.9,66,986.9,4.7,0.0,2,10,8
2025-10-09,Kazhydromet-14,51.157984,71.413998,6.09,6.97,4.7,66,985.1,8.2,0.0,3,10,9
2025-10-10,Kazhydromet-14,51.157984,71.413998,4.51,5.17,5.1,69,985.4,6.3,0.0,4,10,10
2025-10-11,Kazhydromet-14,51.157984,71.413998,4.66,5.45,2.8,73,980.9,16.3,0.0,5,10,11
2025-10-12,Kazhydromet-14,51.157984,71.413998,5.63,6.58,0.1,69,982.9,20.5,0.0,6,10,12
2025-10-13,Kazhydromet-14,51.157984,71.413998,6.36,7.28,-1.2,66,987.3,15.0,0.0,0,10,13
2025-10-14,Kazhydromet-14,51.157984,71.413998,6.84,7.96,-3.4,65,994.1,14.7,0.0,1,10,14
2025-10-15,Kazhydromet-14,51.157984,71.413998,4.84,5.49,-2.4,61,996.7,17.1,0.0,2,10,15
2025-10-16,Kazhydromet-14,51.157984,71.413998,4.36,5.11,0.1,51,991.6,18.1,0.0,3,10,16
2025-10-17,Kazhydromet-14,51.157984,71.413998,5.22,6.17,1.9,47,983.7,16.2,0.0,4,10,17
2025-10-18,Kazhydromet-14,51.157984,71.413998,5.76,6.32,3.1,66,979.1,16.0,0.0,5,10,18
2025-10-19,Kazhydromet-14,51.157984,71.413998,7.27,8.02,2.6,74,984.7,10.8,0.0,6,10,19
2025-10-20,Kazhydromet-14,51.157984,71.413998,12.74,14.16,2.5,68,987.2,5.1,0.0,0,10,20
2025-10-21,Kazhydromet-14,51.157984,71.413998,11.7,12.65,2.8,71,988.8,9.2,0.0,1,10,21
2025-10-22,Kazhydromet-14,51.157984,71.413998,6.55,7.88,3.2,67,991.2,16.0,0.0,2,10,22
2025-10-23,Kazhydromet-14,51.157984,71.413998,5.86,6.68,4.3,59,989.1,12.6,0.0,3,10,23
2025-10-24,Kazhydromet-14,51.157984,71.413998,5.73,6.95,5.7,54,983.1,9.5,0.0,4,10,24
2025-11-10,Kazhydromet-14,51.157984,71.413998,4.71,5.59,-2.7,89,976.1,18.3,0.4,0,11,10
2025-11-11,Kazhydromet-14,51.157984,71.413998,4.11,4.87,-0.3,90,979.5,25.0,1.2,1,11,11
2025-11-12,Kazhydromet-14,51.157984,71.413998,4.82,5.32,1.2,96,975.3,18.2,4.6,2,11,12
2025-11-13,Kazhydromet-14,51.157984,71.413998,5.99,6.68,-3.7,82,988.8,10.9,0.1,3,11,13
2025-11-14,Kazhydromet-14,51.157984,71.413998,6.97,7.26,-4.3,79,992.0,8.9,0.0,4,11,14
2025-11-15,Kazhydromet-14,51.157984,71.413998,6.02,7.03,0.1,74,988.3,12.2,0.0,5,11,15
2025-11-16,Kazhydromet-14,51.157984,71.413998,4.43,4.88,-0.2,66,984.7,14.1,0.0,6,11,16
2025-11-17,Kazhydromet-14,51.157984,71.413998,6.35,8.21,1.1,83,985.3,12.2,0.0,0,11,17
2025-11-18,Kazhydromet-14,51.157984,71.413998,10.85,11.0,1.3,83,988.8,9.8,0.0,1,11,18
2025-11-19,Kazhydromet-14,51.157984,71.413998,8.61,9.63,0.5,70,983.9,10.3,0.0,2,11,19
2025-11-20,Kazhydromet-14,51.157984,71.413998,8.05,8.57,0.6,91,984.4,16.5,1.7,3,11,20
2025-11-21,Kazhydromet-14,51.157984,71.413998,8.3,8.6,1.6,95,988.2,12.4,2.5,4,11,21
2025-11-22,Kazhydromet-14,51.157984,71.413998,7.73,8.44,-3.8,82,997.3,9.4,0.0,5,11,22
2025-11-23,Kazhydromet-14,51.157984,71.413998,6.12,7.12,2.1,91,985.9,23.1,0.0,6,11,23
2025-11-24,Kazhydromet-14,51.157984,71.413998,4.75,5.62,2.2,95,983.8,15.2,5.9,0,11,24
2025-11-25,Kazhydromet-14,51.157984,71.413998,9.28,9.97,2.1,93,986.8,13.8,0.0,1,11,25
2025-11-26,Kazhydromet-14,51.157984,71.413998,9.08,9.49,2.6,83,977.5,17.9,0.0,2,11,26
2025-11-27,Kazhydromet-14,51.157984,71.413998,6.88,6.69,0.2,87,979.7,10.8,0.0,3,11,27
2025-11-28,Kazhydromet-14,51.157984,71.413998,5.91,6.89,-1.9,75,990.1,6.9,0.0,4,11,28
2025-11-29,Kazhydromet-14,51.157984,71.413998,6.33,7.13,-2.6,73,987.8,10.6,0.0,5,11,29
2025-11-30,Kazhydromet-14,51.157984,71.413998,6.72,7.95,-0.7,80,985.5,7.1,0.3,6,11,30
2025-12-01,Kazhydromet-14,51.157984,71.413998,11.26,12.04,0.4,90,987.5,9.1,0.7,0,12,1
2025-12-02,Kazhydromet-14,51.157984,71.413998,19.47,20.63,0.2,93,987.0,4.5,0.0,1,12,2
2025-12-03,Kazhydromet-14,51.157984,71.413998,7.41,8.48,-0.2,94,982.2,7.8,1.2,2,12,3
2025-12-04,Kazhydromet-14,51.157984,71.413998,5.3,6.14,-1.2,88,981.4,15.7,0.0,3,12,4
2025-12-05,Kazhydromet-14,51.157984,71.413998,5.37,6.08,-1.3,87,984.9,13.2,0.2,4,12,5
2025-12-06,Kazhydromet-14,51.157984,71.413998,2.91,3.48,-1.9,89,987.4,12.1,0.8,5,12,6
2025-12-09,Kazhydromet-14,51.157984,71.413998,3.86,3.86,-16.2,80,982.4,17.6,3.4,1,12,9
2025-12-10,Kazhydromet-14,51.157984,71.413998,7.05,7.8,-20.0,78,999.4,11.7,0.0,2,12,10
2025-12-11,Kazhydromet-14,51.157984,71.413998,9.52,10.68,-17.9,73,998.3,12.8,0.0,3,12,11
2025-12-12,Kazhydromet-14,51.157984,71.413998,5.53,5.31,-7.8,69,974.8,13.0,0.0,4,12,12
2025-12-13,Kazhydromet-14,51.157984,71.413998,4.97,5.0,-5.0,90,967.6,17.0,2.2,5,12,13
2025-12-14,Kazhydromet-14,51.157984,71.413998,5.8,7.32,-3.4,91,966.6,19.5,1.3,6,12,14
2025-12-15,Kazhydromet-14,51.157984,71.413998,3.78,4.5,-8.8,80,968.6,29.7,2.1,0,12,15
2025-12-16,Kazhydromet-14,51.157984,71.413998,4.3,5.04,-10.0,81,974.5,28.1,1.9,1,12,16
2025-12-17,Kazhydromet-14,51.157984,71.413998,4.47,5.2,-16.1,80,979.8,17.8,0.0,2,12,17
2025-12-18,Kazhydromet-14,51.157984,71.413998,4.83,5.33,-14.2,84,985.6,14.8,0.3,3,12,18
2025-12-19,Kazhydromet-14,51.157984,71.413998,5.38,5.68,-7.5,88,984.8,22.0,0.3,4,12,19
2025-12-20,Kazhydromet-14,51.157984,71.413998,7.19,7.98,-6.9,87,970.6,21.7,5.1,5,12,20
2025-12-21,Kazhydromet-14,51.157984,71.413998,6.77,7.34,-19.8,78,982.3,10.7,0.4,6,12,21
2025-12-22,Kazhydromet-14,51.157984,71.413998,4.76,5.3,-15.8,83,986.7,21.8,0.0,0,12,22
2025-12-23,Kazhydromet-14,51.157984,71.413998,5.83,6.78,-3.8,88,983.4,23.2,0.3,1,12,23
2025-12-24,Kazhydromet-14,51.157984,71.413998,4.84,5.14,-3.6,90,978.3,23.0,2.3,2,12,24
2025-12-25,Kazhydromet-14,51.157984,71.413998,4.28,5.23,-5.8,86,972.7,23.2,1.3,3,12,25
2025-12-26,Kazhydromet-14,51.157984,71.413998,4.4,4.19,-20.3,78,974.9,16.6,0.3,4,12,26
2025-12-27,Kazhydromet-14,51.157984,71.413998,5.5,5.35,-23.6,78,982.9,13.8,0.0,5,12,27
2025-12-28,Kazhydromet-14,51.157984,71.413998,8.91,9.19,-19.7,79,979.2,11.6,0.0,6,12,28
2025-12-29,Kazhydromet-14,51.157984,71.413998,8.92,9.61,-8.2,80,969.3,16.3,0.0,0,12,29
2025-12-30,Kazhydromet-14,51.157984,71.413998,5.56,7.01,0.1,91,962.5,19.5,8.4,1,12,30
2025-12-31,Kazhydromet-14,51.157984,71.413998,9.86,10.73,-6.1,91,968.9,15.1,4.4,2,12,31
2026-01-01,Kazhydromet-14,51.157984,71.413998,7.74,8.47,-10.8,86,985.1,15.2,0.0,3,1,1
