date,PM2.5,PM10,station_name,latitude,longitude
2019-12-08,6.5,,US Embassy,51.128736,71.46939
2019-12-09,6.2,,US Embassy,51.128736,71.46939
2019-12-10,20.2,,US Embassy,51.128736,71.46939
2019-12-11,21.6,,US Embassy,51.128736,71.46939
2019-12-12,16.4,,US Embassy,51.128736,71.46939
2019-12-13,20.2,,US Embassy,51.128736,71.46939
2019-12-14,42.0,,US Embassy,51.128736,71.46939
2019-12-15,27.8,,US Embassy,51.128736,71.46939
2019-12-16,27.3,,US Embassy,51.128736,71.46939
2019-12-17,16.4,,US Embassy,51.128736,71.46939
2019-12-18,6.7,,US Embassy,51.128736,71.46939
2019-12-19,7.7,,US Embassy,51.128736,71.46939
2019-12-20,5.3,,US Embassy,51.128736,71.46939
2019-12-21,4.1,,US Embassy,51.128736,71.46939
2019-12-26,14.0,,US Embassy,51.128736,71.46939
2019-12-27,42.0,,US Embassy,51.128736,71.46939
2019-12-28,10.1,,US Embassy,51.128736,71.46939
2019-12-29,10.3,,US Embassy,51.128736,71.46939
2020-01-01,7.4,,US Embassy,51.128736,71.46939
2020-01-02,5.3,,US Embassy,51.128736,71.46939
2020-01-03,7.4,,US Embassy,51.128736,71.46939
2020-01-04,8.6,,US Embassy,51.128736,71.46939
2020-01-05,10.3,,US Embassy,51.128736,71.46939
2020-01-06,37.9,,US Embassy,51.128736,71.46939
2020-01-07,98.1,,US Embassy,51.128736,71.46939
2020-01-08,40.4,,US Embassy,51.128736,71.46939
2020-01-09,13.1,,US Embassy,51.128736,71.46939
2020-01-10,20.2,,US Embassy,51.128736,71.46939
2020-01-11,25.4,,US Embassy,51.128736,71.46939
2020-01-12,15.9,,US Embassy,51.128736,71.46939
2020-01-13,11.3,,US Embassy,51.128736,71.46939
2020-01-14,7.0,,US Embassy,51.128736,71.46939
2020-01-15,6.2,,US Embassy,51.128736,71.46939
2020-01-16,6.0,,US Embassy,51.128736,71.46939
2020-01-17,3.8,,US Embassy,51.128736,71.46939
2020-01-18,7.0,,US Embassy,51.128736,71.46939
2020-01-19,20.7,,US Embassy,51.128736,71.46939
2020-01-20,43.2,,US Embassy,51.128736,71.46939
2020-01-21,5.3,,US Embassy,51.128736,71.46939
2020-01-22,5.0,,US Embassy,51.128736,71.46939
2020-01-23,5.3,,US Embassy,51.128736,71.46939
2020-01-24,13.5,,US Embassy,51.128736,71.46939
2020-01-25,7.7,,US Embassy,51.128736,71.46939
2020-01-26,3.8,,US Embassy,51.128736,71.46939
2020-01-27,4.8,,US Embassy,51.128736,71.46939
2020-01-28,7.4,,US Embassy,51.128736,71.46939
2020-01-29,18.3,,US Embassy,51.128736,71.46939
2020-01-30,46.1,,US Embassy,51.128736,71.46939
2020-01-31,48.1,,US Embassy,51.128736,71.46939
2020-02-01,35.5,,US Embassy,51.128736,71.46939
2020-02-02,25.4,,US Embassy,51.128736,71.46939
2020-02-03,13.5,,US Embassy,51.128736,71.46939
2020-02-04,20.7,,US Embassy,51.128736,71.46939
2020-02-05,12.1,,US Embassy,51.128736,71.46939
2020-02-06,7.0,,US Embassy,51.128736,71.46939
2020-02-07,6.5,,US Embassy,51.128736,71.46939
2020-02-08,15.0,,US Embassy,51.128736,71.46939
2020-02-09,34.4,,US Embassy,51.128736,71.46939
2020-02-10,38.7,,US Embassy,51.128736,71.46939
2020-02-11,12.6,,US Embassy,51.128736,71.46939
2020-02-12,27.3,,US Embassy,51.128736,71.46939
2020-02-13,9.8,,US Embassy,51.128736,71.46939
2020-02-14,7.9,,US Embassy,51.128736,71.46939
2020-02-15,28.3,,US Embassy,51.128736,71.46939
2020-02-16,29.2,,US Embassy,51.128736,71.46939
2020-02-17,8.6,,US Embassy,51.128736,71.46939
2020-02-18,13.5,,US Embassy,51.128736,71.46939
2020-02-19,6.7,,US Embassy,51.128736,71.46939
2020-02-20,7.2,,US Embassy,51.128736,71.46939
2020-02-21,36.3,,US Embassy,51.128736,71.46939
2020-02-22,38.7,,US Embassy,51.128736,71.46939
2020-02-23,40.0,,US Embassy,51.128736,71.46939
2020-02-24,26.8,,US Embassy,51.128736,71.46939
2020-02-25,17.3,,US Embassy,51.128736,71.46939
2020-02-26,9.1,,US Embassy,51.128736,71.46939
2020-02-27,6.7,,US Embassy,51.128736,71.46939
2020-02-28,6.7,,US Embassy,51.128736,71.46939
2020-02-29,15.0,,US Embassy,51.128736,71.46939
2020-03-01,12.0,,US Embassy,51.128736,71.46939
2020-03-02,15.9,,US Embassy,51.128736,71.46939
2020-03-03,12.6,,US Embassy,51.128736,71.46939
2020-03-04,9.1,,US Embassy,51.128736,71.46939
2020-03-05,19.2,,US Embassy,51.128736,71.46939
2020-03-06,34.4,,US Embassy,51.128736,71.46939
2020-03-07,22.1,,US Embassy,51.128736,71.46939
2020-03-08,2.9,,US Embassy,51.128736,71.46939
2020-03-09,3.1,,US Embassy,51.128736,71.46939
2020-03-10,8.6,,US Embassy,51.128736,71.46939
2020-03-11,12.6,,US Embassy,51.128736,71.46939
2020-03-12,11.8,,US Embassy,51.128736,71.46939
2020-03-26,16.4,,US Embassy,51.128736,71.46939
2020-03-27,8.4,,US Embassy,51.128736,71.46939
2020-03-30,51.3,,US Embassy,51.128736,71.46939
2020-03-31,48.1,,US Embassy,51.128736,71.46939
2020-04-01,10.1,,US Embassy,51.128736,71.46939
2020-04-02,15.4,,US Embassy,51.128736,71.46939
2020-04-03,33.5,,US Embassy,51.128736,71.46939
2020-04-04,34.4,,US Embassy,51.128736,71.46939
2020-04-05,8.6,,US Embassy,51.128736,71.46939
2020-04-06,8.2,,US Embassy,51.128736,71.46939
2020-04-07,5.5,,US Embassy,51.128736,71.46939
2020-04-08,3.6,,US Embassy,51.128736,71.46939
2020-04-09,5.3,,US Embassy,51.128736,71.46939
2020-04-10,9.8,,US Embassy,51.128736,71.46939
2020-04-11,16.4,,US Embassy,51.128736,71.46939
2020-04-12,9.4,,US Embassy,51.128736,71.46939
2020-04-13,8.6,,US Embassy,51.128736,71.46939
2020-04-14,8.6,,US Embassy,51.128736,71.46939
2020-04-15,7.2,,US Embassy,51.128736,71.46939
2020-04-16,7.2,,US Embassy,51.128736,71.46939
2020-04-17,10.8,,US Embassy,51.128736,71.46939
2020-04-18,7.7,,US Embassy,51.128736,71.46939
2020-04-19,14.0,,US Embassy,51.128736,71.46939
2020-04-20,37.9,,US Embassy,51.128736,71.46939
2020-04-21,10.8,,US Embassy,51.128736,71.46939
2020-04-22,13.1,,US Embassy,51.128736,71.46939
2020-04-23,6.0,,US Embassy,51.128736,71.46939
2020-04-24,14.5,,US Embassy,51.128736,71.46939
2020-04-25,6.5,,US Embassy,51.128736,71.46939
2020-04-26,12.0,,US Embassy,51.128736,71.46939
2020-04-27,15.9,,US Embassy,51.128736,71.46939
2020-04-28,12.0,,US Embassy,51.128736,71.46939
2020-04-29,6.0,,US Embassy,51.128736,71.46939
2020-04-30,5.0,,US Embassy,51.128736,71.46939
2020-05-01,5.8,,US Embassy,51.128736,71.46939
2020-05-02,9.4,,US Embassy,51.128736,71.46939
2020-05-03,22.6,,US Embassy,51.128736,71.46939
2020-05-04,7.4,,US Embassy,51.128736,71.46939
2020-05-05,14.5,,US Embassy,51.128736,71.46939
2020-05-06,11.5,,US Embassy,51.128736,71.46939
2020-05-07,11.5,,US Embassy,51.128736,71.46939
2020-05-08,7.7,,US Embassy,51.128736,71.46939
2020-05-09,8.6,,US Embassy,51.128736,71.46939
2020-05-10,7.2,,US Embassy,51.128736,71.46939
2020-05-11,28.3,,US Embassy,51.128736,71.46939
2020-05-12,13.5,,US Embassy,51.128736,71.46939
2020-05-13,13.5,,US Embassy,51.128736,71.46939
2020-05-14,8.9,,US Embassy,51.128736,71.46939
2020-05-15,4.8,,US Embassy,51.128736,71.46939
2020-05-16,5.5,,US Embassy,51.128736,71.46939
2020-05-17,4.3,,US Embassy,51.128736,71.46939
2020-05-18,7.0,,US Embassy,51.128736,71.46939
2020-05-19,5.8,,US Embassy,51.128736,71.46939
2020-05-20,7.4,,US Embassy,51.128736,71.46939
2020-05-21,3.6,,US Embassy,51.128736,71.46939
2020-05-22,6.0,,US Embassy,51.128736,71.46939
2020-05-23,8.9,,US Embassy,51.128736,71.46939
2020-05-24,10.8,,US Embassy,51.128736,71.46939
2020-05-25,21.6,,US Embassy,51.128736,71.46939
2020-05-26,20.7,,US Embassy,51.128736,71.46939
2020-05-27,9.1,,US Embassy,51.128736,71.46939
2020-05-28,9.4,,US Embassy,51.128736,71.46939
2020-05-29,9.6,,US Embassy,51.128736,71.46939
2020-05-30,11.5,,US Embassy,51.128736,71.46939
2020-05-31,8.9,,US Embassy,51.128736,71.46939
2020-06-01,11.0,,US Embassy,51.128736,71.46939
2020-06-02,8.6,,US Embassy,51.128736,71.46939
2020-06-03,7.7,,US Embassy,51.128736,71.46939
2020-06-04,6.2,,US Embassy,51.128736,71.46939
2020-06-05,4.3,,US Embassy,51.128736,71.46939
2020-06-06,7.0,,US Embassy,51.128736,71.46939
2020-06-07,9.6,,US Embassy,51.128736,71.46939
2020-06-08,9.8,,US Embassy,51.128736,71.46939
2020-06-09,11.0,,US Embassy,51.128736,71.46939
2020-06-10,10.6,,US Embassy,51.128736,71.46939
2020-06-11,15.9,,US Embassy,51.128736,71.46939
2020-06-12,12.6,,US Embassy,51.128736,71.46939
2020-06-13,10.1,,US Embassy,51.128736,71.46939
2020-06-15,5.0,,US Embassy,51.128736,71.46939
2020-06-16,6.5,,US Embassy,51.128736,71.46939
2020-06-17,7.2,,US Embassy,51.128736,71.46939
2020-06-18,8.9,,US Embassy,51.128736,71.46939
2020-06-19,5.0,,US Embassy,51.128736,71.46939
2020-06-20,4.6,,US Embassy,51.128736,71.46939
2020-06-21,3.1,,US Embassy,51.128736,71.46939
2020-06-22,2.6,,US Embassy,51.128736,71.46939
2020-06-23,9.1,,US Embassy,51.128736,71.46939
2020-06-24,3.6,,US Embassy,51.128736,71.46939
2020-06-25,4.6,,US Embassy,51.128736,71.46939
2020-06-26,7.4,,US Embassy,51.128736,71.46939
2020-06-27,6.7,,US Embassy,51.128736,71.46939
2020-06-28,3.8,,US Embassy,51.128736,71.46939
2020-06-29,6.7,,US Embassy,51.128736,71.46939
2020-06-30,7.2,,US Embassy,51.128736,71.46939
2020-07-01,9.6,,US Embassy,51.128736,71.46939
2020-07-02,7.4,,US Embassy,51.128736,71.46939
2020-07-03,7.2,,US Embassy,51.128736,71.46939
2020-07-04,7.0,,US Embassy,51.128736,71.46939
2020-07-05,6.7,,US Embassy,51.128736,71.46939
2020-07-06,8.4,,US Embassy,51.128736,71.46939
2020-07-07,15.4,,US Embassy,51.128736,71.46939
2020-07-08,12.0,,US Embassy,51.128736,71.46939
2020-07-09,9.8,,US Embassy,51.128736,71.46939
2020-07-10,14.5,,US Embassy,51.128736,71.46939
2020-07-11,8.9,,US Embassy,51.128736,71.46939
2020-07-12,10.6,,US Embassy,51.128736,71.46939
2020-07-13,9.1,,US Embassy,51.128736,71.46939
2020-07-14,16.4,,US Embassy,51.128736,71.46939
2020-07-15,12.1,,US Embassy,51.128736,71.46939
2020-07-16,6.2,,US Embassy,51.128736,71.46939
2020-07-17,12.0,,US Embassy,51.128736,71.46939
2020-07-18,17.8,,US Embassy,51.128736,71.46939
2020-07-19,10.8,,US Embassy,51.128736,71.46939
2020-07-20,12.6,,US Embassy,51.128736,71.46939
2020-07-21,9.8,,US Embassy,51.128736,71.46939
2020-07-22,6.5,,US Embassy,51.128736,71.46939
2020-07-23,8.9,,US Embassy,51.128736,71.46939
2020-07-24,7.9,,US Embassy,51.128736,71.46939
2020-07-25,4.8,,US Embassy,51.128736,71.46939
2020-07-26,8.9,,US Embassy,51.128736,71.46939
2020-07-27,10.6,,US Embassy,51.128736,71.46939
2020-07-28,9.1,,US Embassy,51.128736,71.46939
2020-07-29,7.7,,US Embassy,51.128736,71.46939
2020-07-30,11.5,,US Embassy,51.128736,71.46939
2020-07-31,11.5,,US Embassy,51.128736,71.46939
2020-08-01,9.8,,US Embassy,51.128736,71.46939
2020-08-02,10.6,,US Embassy,51.128736,71.46939
2020-08-03,14.0,,US Embassy,51.128736,71.46939
2020-08-04,9.4,,US Embassy,51.128736,71.46939
2020-08-05,11.0,,US Embassy,51.128736,71.46939
2020-08-06,14.5,,US Embassy,51.128736,71.46939
2020-08-07,15.9,,US Embassy,51.128736,71.46939
2020-08-08,11.8,,US Embassy,51.128736,71.46939
2020-08-09,9.1,,US Embassy,51.128736,71.46939
2020-08-10,6.0,,US Embassy,51.128736,71.46939
2020-08-11,5.3,,US Embassy,51.128736,71.46939
2020-08-12,3.4,,US Embassy,51.128736,71.46939
2020-08-16,11.5,,US Embassy,51.128736,71.46939
2020-08-17,5.5,,US Embassy,51.128736,71.46939
2020-08-18,4.1,,US Embassy,51.128736,71.46939
2020-08-19,3.4,,US Embassy,51.128736,71.46939
2020-08-20,2.4,,US Embassy,51.128736,71.46939
2020-08-21,3.1,,US Embassy,51.128736,71.46939
2020-08-22,2.9,,US Embassy,51.128736,71.46939
2020-08-23,4.8,,US Embassy,51.128736,71.46939
2020-08-24,23.5,,US Embassy,51.128736,71.46939
2020-08-25,14.5,,US Embassy,51.128736,71.46939
2020-08-26,10.6,,US Embassy,51.128736,71.46939
2020-08-27,8.2,,US Embassy,51.128736,71.46939
2020-08-28,9.6,,US Embassy,51.128736,71.46939
2020-08-29,17.3,,US Embassy,51.128736,71.46939
2020-08-30,24.5,,US Embassy,51.128736,71.46939
2020-08-31,24.0,,US Embassy,51.128736,71.46939
2020-09-01,18.3,,US Embassy,51.128736,71.46939
2020-09-02,15.9,,US Embassy,51.128736,71.46939
2020-09-03,4.1,,US Embassy,51.128736,71.46939
2020-09-04,3.8,,US Embassy,51.128736,71.46939
2020-09-05,23.5,,US Embassy,51.128736,71.46939
2020-09-06,26.4,,US Embassy,51.128736,71.46939
2020-09-07,9.6,,US Embassy,51.128736,71.46939
2020-09-08,7.9,,US Embassy,51.128736,71.46939
2020-09-09,16.9,,US Embassy,51.128736,71.46939
2020-09-10,21.1,,US Embassy,51.128736,71.46939
2020-09-11,11.8,,US Embassy,51.128736,71.46939
2020-09-12,10.8,,US Embassy,51.128736,71.46939
2020-09-13,16.4,,US Embassy,51.128736,71.46939
2020-09-14,13.5,,US Embassy,51.128736,71.46939
2020-09-15,8.6,,US Embassy,51.128736,71.46939
2020-09-16,3.8,,US Embassy,51.128736,71.46939
2020-09-17,2.6,,US Embassy,51.128736,71.46939
2020-09-18,5.3,,US Embassy,51.128736,71.46939
2020-09-19,11.5,,US Embassy,51.128736,71.46939
2020-09-20,5.8,,US Embassy,51.128736,71.46939
2020-09-21,4.6,,US Embassy,51.128736,71.46939
2020-09-22,3.1,,US Embassy,51.128736,71.46939
2020-09-23,2.9,,US Embassy,51.128736,71.46939
2020-09-24,3.1,,US Embassy,51.128736,71.46939
2020-09-25,9.4,,US Embassy,51.128736,71.46939
2020-09-26,19.2,,US Embassy,51.128736,71.46939
2020-09-27,26.8,,US Embassy,51.128736,71.46939
2020-09-28,113.6,,US Embassy,51.128736,71.46939
2020-09-29,22.1,,US Embassy,51.128736,71.46939
2020-09-30,22.1,,US Embassy,51.128736,71.46939
2020-10-01,176.7,,US Embassy,51.128736,71.46939
2020-10-02,55.4,,US Embassy,51.128736,71.46939
2020-10-03,21.6,,US Embassy,51.128736,71.46939
2020-10-04,15.0,,US Embassy,51.128736,71.46939
2020-10-05,27.3,,US Embassy,51.128736,71.46939
2020-10-06,10.3,,US Embassy,51.128736,71.46939
2020-10-07,11.3,,US Embassy,51.128736,71.46939
2020-10-08,19.7,,US Embassy,51.128736,71.46939
2020-10-09,8.2,,US Embassy,51.128736,71.46939
2020-10-10,6.2,,US Embassy,51.128736,71.46939
2020-10-11,14.0,,US Embassy,51.128736,71.46939
2020-10-12,20.7,,US Embassy,51.128736,71.46939
2020-10-13,19.7,,US Embassy,51.128736,71.46939
2020-10-14,24.9,,US Embassy,51.128736,71.46939
2020-10-15,7.2,,US Embassy,51.128736,71.46939
2020-10-16,22.6,,US Embassy,51.128736,71.46939
2020-10-17,10.1,,US Embassy,51.128736,71.46939
2020-10-18,15.0,,US Embassy,51.128736,71.46939
2020-10-19,14.5,,US Embassy,51.128736,71.46939
2020-10-20,11.3,,US Embassy,51.128736,71.46939
2020-10-21,10.8,,US Embassy,51.128736,71.46939
2020-10-22,5.0,,US Embassy,51.128736,71.46939
2020-10-23,3.6,,US Embassy,51.128736,71.46939
2020-10-24,6.0,,US Embassy,51.128736,71.46939
2020-10-25,4.6,,US Embassy,51.128736,71.46939
2020-10-26,7.2,,US Embassy,51.128736,71.46939
2020-10-27,3.1,,US Embassy,51.128736,71.46939
2020-10-28,7.9,,US Embassy,51.128736,71.46939
2020-10-29,5.3,,US Embassy,51.128736,71.46939
2020-10-30,11.5,,US Embassy,51.128736,71.46939
2020-10-31,30.2,,US Embassy,51.128736,71.46939
2020-11-01,29.2,,US Embassy,51.128736,71.46939
2020-11-02,14.5,,US Embassy,51.128736,71.46939
2020-11-03,13.5,,US Embassy,51.128736,71.46939
2020-11-04,10.1,,US Embassy,51.128736,71.46939
2020-11-05,3.1,,US Embassy,51.128736,71.46939
2020-11-06,7.4,,US Embassy,51.128736,71.46939
2020-11-07,7.4,,US Embassy,51.128736,71.46939
2020-11-08,6.2,,US Embassy,51.128736,71.46939
2020-11-09,2.2,,US Embassy,51.128736,71.46939
2020-11-10,4.1,,US Embassy,51.128736,71.46939
2020-11-11,3.1,,US Embassy,51.128736,71.46939
2020-11-12,8.2,,US Embassy,51.128736,71.46939
2020-11-13,3.6,,US Embassy,51.128736,71.46939
2020-11-14,4.8,,US Embassy,51.128736,71.46939
2020-11-15,8.6,1.1,US Embassy,51.128736,71.46939
2020-11-16,16.4,1.1,US Embassy,51.128736,71.46939
2020-11-17,46.1,1.1,US Embassy,51.128736,71.46939
2020-11-18,12.1,1.1,US Embassy,51.128736,71.46939
2020-11-19,6.5,1.1,US Embassy,51.128736,71.46939
2020-11-20,8.9,1.1,US Embassy,51.128736,71.46939
2020-11-21,16.4,1.1,US Embassy,51.128736,71.46939
2020-11-22,59.4,1.1,US Embassy,51.128736,71.46939
2020-11-23,53.4,1.1,US Embassy,51.128736,71.46939
2020-11-24,42.4,1.1,US Embassy,51.128736,71.46939
2020-11-25,15.4,1.1,US Embassy,51.128736,71.46939
2020-11-26,27.3,1.1,US Embassy,51.128736,71.46939
2020-11-27,37.9,1.1,US Embassy,51.128736,71.46939
2020-11-28,49.3,1.1,US Embassy,51.128736,71.46939
2020-11-29,32.1,1.1,US Embassy,51.128736,71.46939
2020-11-30,53.4,1.1,US Embassy,51.128736,71.46939
2020-12-01,146.5,1.1,US Embassy,51.128736,71.46939
2020-12-02,46.5,1.1,US Embassy,51.128736,71.46939
2020-12-03,100.0,1.1,US Embassy,51.128736,71.46939
2020-12-04,59.4,1.1,US Embassy,51.128736,71.46939
2020-12-05,65.2,1.1,US Embassy,51.128736,71.46939
2020-12-06,245.4,1.1,US Embassy,51.128736,71.46939
2020-12-07,184.8,1.1,US Embassy,51.128736,71.46939
2020-12-08,24.0,1.1,US Embassy,51.128736,71.46939
2020-12-09,10.8,1.1,US Embassy,51.128736,71.46939
2020-12-10,20.2,1.1,US Embassy,51.128736,71.46939
2020-12-11,21.6,1.1,US Embassy,51.128736,71.46939
2020-12-12,7.7,1.1,US Embassy,51.128736,71.46939
2020-12-13,3.6,1.1,US Embassy,51.128736,71.46939
2020-12-14,7.4,1.1,US Embassy,51.128736,71.46939
2020-12-15,8.4,1.1,US Embassy,51.128736,71.46939
2020-12-16,13.5,1.1,US Embassy,51.128736,71.46939
2020-12-17,23.5,1.1,US Embassy,51.128736,71.46939
2020-12-18,16.4,1.1,US Embassy,51.128736,71.46939
2020-12-19,16.4,1.1,US Embassy,51.128736,71.46939
2020-12-20,31.6,1.1,US Embassy,51.128736,71.46939
2020-12-21,8.9,1.1,US Embassy,51.128736,71.46939
2020-12-22,4.3,1.1,US Embassy,51.128736,71.46939
2020-12-23,6.2,1.1,US Embassy,51.128736,71.46939
2020-12-24,10.8,1.1,US Embassy,51.128736,71.46939
2020-12-25,34.0,1.1,US Embassy,51.128736,71.46939
2020-12-26,191.9,1.1,US Embassy,51.128736,71.46939
2020-12-27,44.8,1.1,US Embassy,51.128736,71.46939
2020-12-28,12.0,9.7,US Embassy,51.128736,71.46939
2020-12-29,6.7,13.0,US Embassy,51.128736,71.46939
2020-12-30,13.1,18.4,US Embassy,51.128736,71.46939
2020-12-31,20.2,179.2,US Embassy,51.128736,71.46939
2021-01-01,138.8,203.5,US Embassy,51.128736,71.46939
2021-01-02,263.6,79.2,US Embassy,51.128736,71.46939
2021-01-03,158.6,31.3,US Embassy,51.128736,71.46939
2021-01-04,35.9,45.4,US Embassy,51.128736,71.46939
2021-01-05,129.1,91.4,US Embassy,51.128736,71.46939
2021-01-06,54.6,113.6,US Embassy,51.128736,71.46939
2021-01-07,76.8,91.4,US Embassy,51.128736,71.46939
2021-01-08,125.2,34.6,US Embassy,51.128736,71.46939
2021-01-09,34.4,20.5,US Embassy,51.128736,71.46939
2021-01-10,23.0,21.6,US Embassy,51.128736,71.46939
2021-01-11,20.2,23.8,US Embassy,51.128736,71.46939
2021-01-12,15.4,36.7,US Embassy,51.128736,71.46939
2021-01-13,41.2,59.0,US Embassy,51.128736,71.46939
2021-01-14,44.8,23.8,US Embassy,51.128736,71.46939
2021-01-15,19.2,16.2,US Embassy,51.128736,71.46939
2021-01-16,9.8,10.8,US Embassy,51.128736,71.46939
2021-01-17,10.1,30.2,US Embassy,51.128736,71.46939
2021-01-18,28.7,83.3,US Embassy,51.128736,71.46939
2021-01-19,146.5,21.6,US Embassy,51.128736,71.46939
2021-01-20,25.9,17.3,US Embassy,51.128736,71.46939
2021-01-21,13.1,22.7,US Embassy,51.128736,71.46939
2021-01-22,19.7,22.7,US Embassy,51.128736,71.46939
2021-01-23,18.3,91.4,US Embassy,51.128736,71.46939
2021-01-24,150.5,27.0,US Embassy,51.128736,71.46939
2021-01-25,24.5,17.3,US Embassy,51.128736,71.46939
2021-01-26,16.9,9.7,US Embassy,51.128736,71.46939
2021-01-27,8.6,15.1,US Embassy,51.128736,71.46939
2021-01-28,10.8,24.8,US Embassy,51.128736,71.46939
2021-01-29,27.3,50.8,US Embassy,51.128736,71.46939
2021-01-30,44.0,52.9,US Embassy,51.128736,71.46939
2021-01-31,41.2,207.5,US Embassy,51.128736,71.46939
2021-02-01,121.3,23.8,US Embassy,51.128736,71.46939
2021-02-02,21.1,13.0,US Embassy,51.128736,71.46939
2021-02-03,11.8,15.1,US Embassy,51.128736,71.46939
2021-02-04,8.9,16.2,US Embassy,51.128736,71.46939
2021-02-08,6.0,10.8,US Embassy,51.128736,71.46939
2021-02-11,34.0,30.2,US Embassy,51.128736,71.46939
2021-02-12,14.5,15.1,US Embassy,51.128736,71.46939
2021-02-13,12.6,14.0,US Embassy,51.128736,71.46939
2021-02-14,9.6,11.9,US Embassy,51.128736,71.46939
2021-02-15,9.8,10.8,US Embassy,51.128736,71.46939
2021-02-16,12.0,36.7,US Embassy,51.128736,71.46939
2021-02-17,38.3,28.1,US Embassy,51.128736,71.46939
2021-02-18,37.1,15.1,US Embassy,51.128736,71.46939
2021-02-19,14.5,22.7,US Embassy,51.128736,71.46939
2021-02-20,17.8,19.4,US Embassy,51.128736,71.46939
2021-02-21,13.1,25.9,US Embassy,51.128736,71.46939
2021-02-22,28.7,28.1,US Embassy,51.128736,71.46939
2021-02-23,13.1,15.1,US Embassy,51.128736,71.46939
2021-02-24,13.1,15.1,US Embassy,51.128736,71.46939
2021-02-25,9.6,13.0,US Embassy,51.128736,71.46939
2021-02-26,8.9,13.0,US Embassy,51.128736,71.46939
2021-02-27,12.1,10.8,US Embassy,51.128736,71.46939
2021-02-28,8.6,6.5,US Embassy,51.128736,71.46939
2021-03-01,7.0,14.0,US Embassy,51.128736,71.46939
2021-03-02,15.9,13.0,US Embassy,51.128736,71.46939
2021-03-03,11.8,9.7,US Embassy,51.128736,71.46939
2021-03-04,6.7,6.5,US Embassy,51.128736,71.46939
2021-03-05,5.3,6.5,US Embassy,51.128736,71.46939
2021-03-06,4.6,10.8,US Embassy,51.128736,71.46939
2021-03-07,8.6,8.6,US Embassy,51.128736,71.46939
2021-03-08,8.4,14.0,US Embassy,51.128736,71.46939
2021-03-09,12.6,17.3,US Embassy,51.128736,71.46939
2021-03-10,12.1,9.7,US Embassy,51.128736,71.46939
2021-03-11,5.8,11.9,US Embassy,51.128736,71.46939
2021-03-12,9.8,14.0,US Embassy,51.128736,71.46939
2021-03-13,14.5,50.8,US Embassy,51.128736,71.46939
2021-03-14,44.4,32.4,US Embassy,51.128736,71.46939
2021-03-15,37.5,25.9,US Embassy,51.128736,71.46939
2021-03-16,29.7,10.8,US Embassy,51.128736,71.46939
2021-03-17,7.7,16.2,US Embassy,51.128736,71.46939
2021-03-18,9.8,14.0,US Embassy,51.128736,71.46939
2021-03-19,10.3,9.7,US Embassy,51.128736,71.46939
2021-03-20,9.1,8.6,US Embassy,51.128736,71.46939
2021-03-21,10.8,10.8,US Embassy,51.128736,71.46939
2021-03-22,12.1,32.4,US Embassy,51.128736,71.46939
2021-03-23,22.1,15.1,US Embassy,51.128736,71.46939
2021-03-24,11.5,54.0,US Embassy,51.128736,71.46939
2021-03-25,44.8,44.3,US Embassy,51.128736,71.46939
2021-03-26,42.8,11.9,US Embassy,51.128736,71.46939
2021-03-27,11.5,11.9,US Embassy,51.128736,71.46939
2021-03-28,9.6,7.6,US Embassy,51.128736,71.46939
2021-03-29,7.0,20.5,US Embassy,51.128736,71.46939
2021-03-30,22.6,30.2,US Embassy,51.128736,71.46939
2021-03-31,30.6,51.8,US Embassy,51.128736,71.46939
2021-04-01,88.4,13.0,US Embassy,51.128736,71.46939
2021-04-02,8.6,14.0,US Embassy,51.128736,71.46939
2021-04-03,12.1,10.8,US Embassy,51.128736,71.46939
2021-04-04,6.7,8.6,US Embassy,51.128736,71.46939
2021-04-05,7.7,10.8,US Embassy,51.128736,71.46939
2021-04-06,6.2,19.4,US Embassy,51.128736,71.46939
2021-04-07,16.4,19.4,US Embassy,51.128736,71.46939
2021-04-08,15.9,27.0,US Embassy,51.128736,71.46939
2021-04-09,21.1,24.8,US Embassy,51.128736,71.46939
2021-04-10,20.2,25.9,US Embassy,51.128736,71.46939
2021-04-11,18.8,57.0,US Embassy,51.128736,71.46939
2021-04-12,29.7,50.8,US Embassy,51.128736,71.46939
2021-04-13,41.6,93.4,US Embassy,51.128736,71.46939
2021-04-14,36.7,231.8,US Embassy,51.128736,71.46939
2021-04-15,165.6,152.0,US Embassy,51.128736,71.46939
2021-04-16,125.2,48.6,US Embassy,51.128736,71.46939
2021-04-17,14.5,87.3,US Embassy,51.128736,71.46939
2021-04-18,35.4,40.0,US Embassy,51.128736,71.46939
2021-04-19,14.0,43.2,US Embassy,51.128736,71.46939
2021-04-20,18.3,65.1,US Embassy,51.128736,71.46939
2021-04-21,45.7,54.0,US Embassy,51.128736,71.46939
2021-04-22,33.0,49.7,US Embassy,51.128736,71.46939
2021-04-23,22.1,30.2,US Embassy,51.128736,71.46939
2021-04-24,8.9,44.3,US Embassy,51.128736,71.46939
2021-04-25,8.4,19.4,US Embassy,51.128736,71.46939
2021-04-26,5.5,41.0,US Embassy,51.128736,71.46939
2021-04-27,7.4,33.5,US Embassy,51.128736,71.46939
2021-04-28,7.2,41.0,US Embassy,51.128736,71.46939
2021-04-29,15.4,36.7,US Embassy,51.128736,71.46939
2021-04-30,11.3,40.0,US Embassy,51.128736,71.46939
2021-05-01,10.8,36.7,US Embassy,51.128736,71.46939
