date,station_name,pm25,temperature,humidity,pressure,wind_speed
2025-03-17,Kazhydromet-14,3.16,0.5,79.0,978.6,24.5
2025-03-18,Kazhydromet-14,3.0,2.9,82.0,979.4,22.0
2025-03-19,Kazhydromet-14,2.98,2.6,77.0,978.1,20.0
2025-03-20,Kazhydromet-14,2.27,2.8,77.0,972.4,20.5
2025-03-21,Kazhydromet-14,3.33,0.5,90.0,974.9,13.1
2025-03-22,Kazhydromet-14,4.7,-3.4,83.0,986.1,7.5
2025-03-23,Kazhydromet-14,4.7,-4.0,88.0,981.1,11.9
2025-03-24,Kazhydromet-14,4.7,-5.2,77.0,980.6,18.8
2025-03-25,Kazhydromet-14,4.7,-7.8,78.0,993.3,8.8
2025-03-26,Kazhydromet-14,4.7,-5.9,85.0,995.9,5.1
2025-03-27,Kazhydromet-14,4.7,-2.1,78.0,991.3,15.1
2025-03-28,Kazhydromet-14,3.41,-0.4,72.0,988.2,16.0
2025-03-29,Kazhydromet-14,3.41,1.0,77.0,987.9,11.5
2025-03-30,Kazhydromet-14,3.41,0.9,73.0,988.3,4.4
2025-03-31,Kazhydromet-14,3.41,2.6,75.0,985.3,10.0
2025-04-01,Kazhydromet-14,2.56,3.5,86.0,981.1,13.6
2025-04-02,Kazhydromet-14,2.64,4.1,72.0,983.1,4.2
2025-04-03,Kazhydromet-14,2.2,7.7,60.0,972.9,20.5
2025-04-04,Kazhydromet-14,2.31,7.2,79.0,957.7,22.4
2025-04-05,Kazhydromet-14,1.78,4.8,67.0,973.1,17.6
2025-04-06,Kazhydromet-14,2.82,9.0,67.0,974.6,14.3
2025-04-07,Kazhydromet-14,1.63,8.9,72.0,970.0,14.1
2025-04-08,Kazhydromet-14,2.4,12.3,73.0,968.7,11.8
2025-04-09,Kazhydromet-14,2.54,10.7,75.0,979.3,6.2
2025-04-10,Kazhydromet-14,1.88,13.6,63.0,978.8,14.6
2025-04-11,Kazhydromet-14,1.5,15.8,48.0,973.4,19.6
2025-04-12,Kazhydromet-14,1.63,15.7,54.0,968.5,18.5
2025-04-13,Kazhydromet-14,2.06,6.5,85.0,973.0,16.7
2025-04-14,Kazhydromet-14,2.9,8.2,70.0,978.5,8.9
2025-04-15,Kazhydromet-14,1.67,8.2,77.0,978.7,9.6
2025-04-16,Kazhydromet-14,1.65,7.4,62.0,980.4,14.4
2025-04-17,Kazhydromet-14,1.96,5.1,56.0,974.0,21.9
2025-04-18,Kazhydromet-14,1.19,1.7,56.0,976.5,17.1
2025-04-19,Kazhydromet-14,1.44,-0.1,48.0,980.9,7.8
2025-04-20,Kazhydromet-14,1.56,12.3,54.0,974.9,22.9
2025-04-21,Kazhydromet-14,1.12,14.5,67.0,978.0,14.6
2025-04-22,Kazhydromet-14,1.1,14.8,70.0,980.6,10.4
2025-04-23,Kazhydromet-14,1.52,15.5,59.0,977.9,13.1
2025-04-24,Kazhydromet-14,2.0,11.4,65.0,982.2,15.0
2025-04-25,Kazhydromet-14,1.69,14.9,60.0,977.8,11.0
2025-04-26,Kazhydromet-14,1.78,17.5,48.0,971.2,18.6
2025-04-27,Kazhydromet-14,1.74,17.0,69.0,965.3,11.2
2025-04-28,Kazhydromet-14,0.74,17.7,67.0,967.8,17.7
2025-04-29,Kazhydromet-14,1.09,8.9,47.0,973.6,27.2
2025-04-30,Kazhydromet-14,1.12,5.9,55.0,986.4,9.6
2025-05-01,Kazhydromet-14,3.4050000000000002,8.65,54.0,983.9,11.05
2025-05-02,Kazhydromet-14,5.69,11.4,53.0,981.4,12.5
2025-05-03,Kazhydromet-14,3.78,11.5,55.0,984.9,10.8
2025-05-04,Kazhydromet-14,4.5,16.0,46.0,970.5,19.9
2025-05-05,Kazhydromet-14,4.86,14.1,53.0,975.3,12.4
2025-05-06,Kazhydromet-14,4.26,17.0,55.0,977.7,8.7
2025-05-07,Kazhydromet-14,4.28,18.4,54.0,972.1,6.9
2025-05-08,Kazhydromet-14,4.43,20.8,46.0,967.7,11.9
2025-05-09,Kazhydromet-14,3.35,19.7,56.0,964.1,13.9
2025-05-10,Kazhydromet-14,4.62,17.7,65.0,968.8,20.0
2025-05-11,Kazhydromet-14,2.49,14.1,75.0,975.7,13.1
2025-05-12,Kazhydromet-14,2.41,16.6,68.0,978.6,9.5
2025-05-13,Kazhydromet-14,3.04,20.9,54.0,973.4,12.9
2025-05-14,Kazhydromet-14,4.08,22.3,54.0,971.2,10.0
2025-05-15,Kazhydromet-14,3.93,24.6,50.0,973.3,10.4
2025-05-16,Kazhydromet-14,4.8,26.1,45.0,972.1,10.9
2025-05-17,Kazhydromet-14,4.86,24.4,43.0,964.3,16.5
2025-05-18,Kazhydromet-14,3.9,12.9,89.0,963.6,22.0
2025-05-19,Kazhydromet-14,2.52,13.8,57.0,978.7,11.4
2025-05-20,Kazhydromet-14,3.55,16.1,55.0,978.2,13.2
2025-05-21,Kazhydromet-14,3.11,18.6,51.0,973.7,15.2
2025-05-22,Kazhydromet-14,3.5,18.1,60.0,970.0,14.1
2025-05-23,Kazhydromet-14,2.48,15.5,67.0,964.6,25.2
2025-05-24,Kazhydromet-14,2.68,12.8,65.0,971.9,14.0
2025-05-25,Kazhydromet-14,3.37,10.6,65.0,972.7,6.9
2025-05-26,Kazhydromet-14,2.91,10.9,61.0,978.6,14.2
2025-05-27,Kazhydromet-14,2.75,12.6,58.0,983.8,10.3
2025-05-28,Kazhydromet-14,3.33,17.6,55.0,978.5,16.8
2025-05-29,Kazhydromet-14,3.42,16.3,66.0,980.6,6.3
2025-05-30,Kazhydromet-14,5.43,19.3,59.0,977.9,11.8
2025-05-31,Kazhydromet-14,5.92,20.7,56.0,979.0,6.4
2025-06-01,Kazhydromet-14,3.62,20.4,54.0,977.6,6.8
2025-06-02,Kazhydromet-14,4.23,21.5,53.0,973.3,4.1
2025-06-03,Kazhydromet-14,4.32,23.7,43.0,968.5,10.6
2025-06-04,Kazhydromet-14,3.74,21.7,57.0,964.8,12.5
2025-06-05,Kazhydromet-14,4.72,19.8,50.0,967.5,13.0
2025-06-06,Kazhydromet-14,4.8,23.0,51.0,971.6,7.6
2025-06-07,Kazhydromet-14,4.83,20.8,63.0,970.1,14.6
2025-06-08,Kazhydromet-14,3.13,15.0,85.0,973.2,17.2
2025-06-09,Kazhydromet-14,3.53,15.8,65.0,978.8,15.1
2025-06-10,Kazhydromet-14,3.32,18.0,60.0,977.4,17.0
2025-06-11,Kazhydromet-14,2.77,22.5,56.0,974.8,13.1
2025-06-12,Kazhydromet-14,2.83,22.2,61.0,974.9,8.8
2025-06-13,Kazhydromet-14,2.22,22.4,65.0,973.6,9.1
2025-06-14,Kazhydromet-14,2.08,22.1,65.0,970.6,7.1
2025-06-15,Kazhydromet-14,1.15,22.5,67.0,969.7,10.0
2025-06-16,Kazhydromet-14,2.44,23.9,57.0,970.6,7.6
2025-06-17,Kazhydromet-14,1.96,26.0,49.0,967.6,10.3
2025-06-18,Kazhydromet-14,1.46,27.0,41.0,963.7,13.7
2025-06-19,Kazhydromet-14,1.91,24.0,49.0,961.0,11.6
2025-06-20,Kazhydromet-14,1.38,20.3,59.0,963.0,18.4
2025-06-21,Kazhydromet-14,1.39,19.4,60.0,965.6,25.0
2025-06-22,Kazhydromet-14,1.95,21.5,51.0,966.5,18.8
2025-06-23,Kazhydromet-14,1.94,16.8,69.0,964.4,11.1
2025-06-24,Kazhydromet-14,1.81,17.3,69.0,967.3,10.9
2025-06-25,Kazhydromet-14,1.08,16.3,62.0,969.4,16.6
2025-06-26,Kazhydromet-14,1.61,15.0,77.0,968.3,17.8
2025-06-27,Kazhydromet-14,1.61,17.3,70.0,969.2,10.9
2025-06-28,Kazhydromet-14,2.0,19.8,65.0,963.6,10.7
2025-06-29,Kazhydromet-14,2.4,17.2,78.0,958.0,9.5
2025-06-30,Kazhydromet-14,2.08,17.8,75.0,959.0,9.1
2025-07-01,Kazhydromet-14,1.82,20.8,65.0,966.2,8.1
2025-07-02,Kazhydromet-14,3.1,22.8,66.0,971.5,3.7
2025-07-03,Kazhydromet-14,2.44,24.7,61.0,972.1,6.3
2025-07-04,Kazhydromet-14,2.98,24.0,59.0,965.0,14.6
2025-07-05,Kazhydromet-14,2.91,18.5,77.0,962.2,14.0
2025-07-06,Kazhydromet-14,3.43,20.4,64.0,966.1,14.0
2025-07-07,Kazhydromet-14,3.27,19.8,70.0,966.4,12.1
2025-07-08,Kazhydromet-14,2.06,18.3,61.0,971.8,9.6
2025-07-09,Kazhydromet-14,2.06,19.2,54.0,972.4,12.0
2025-07-10,Kazhydromet-14,2.12,19.8,61.0,972.0,7.6
2025-07-11,Kazhydromet-14,2.84,21.3,66.0,971.0,10.7
2025-07-12,Kazhydromet-14,2.94,19.7,57.0,971.3,14.1
2025-07-13,Kazhydromet-14,2.92,18.3,60.0,969.8,10.3
2025-07-14,Kazhydromet-14,1.78,17.3,67.0,968.0,10.1
2025-07-15,Kazhydromet-14,1.97,18.0,72.0,967.6,5.8
2025-07-16,Kazhydromet-14,2.46,21.1,60.0,967.4,5.0
2025-07-17,Kazhydromet-14,3.66,23.4,52.0,966.6,9.0
2025-07-18,Kazhydromet-14,3.71,23.9,55.0,966.7,9.6
2025-07-19,Kazhydromet-14,3.41,19.0,64.0,968.0,15.4
2025-07-20,Kazhydromet-14,2.56,18.2,59.0,976.9,5.7
2025-07-21,Kazhydromet-14,2.27,20.9,54.0,976.6,8.2
2025-07-22,Kazhydromet-14,1.84,22.7,49.0,975.8,9.5
2025-07-23,Kazhydromet-14,2.06,23.9,43.0,968.6,8.8
2025-07-24,Kazhydromet-14,2.6,22.7,46.0,962.7,13.1
2025-07-25,Kazhydromet-14,1.97,22.1,50.0,958.5,11.4
2025-07-26,Kazhydromet-14,2.74,21.7,74.0,958.3,10.2
2025-07-27,Kazhydromet-14,3.0,20.6,75.0,958.1,14.1
2025-07-28,Kazhydromet-14,3.34,21.5,61.0,962.5,12.6
2025-07-29,Kazhydromet-14,3.09,19.5,71.0,961.4,11.1
2025-07-30,Kazhydromet-14,3.41,17.8,75.0,960.3,7.6
2025-07-31,Kazhydromet-14,1.97,18.3,77.0,960.9,4.7
2025-08-01,Kazhydromet-14,2.23,18.0,81.0,962.4,6.8
2025-08-02,Kazhydromet-14,2.64,18.5,82.0,966.9,11.8
2025-08-03,Kazhydromet-14,2.16,17.0,65.0,974.7,13.6
2025-08-04,Kazhydromet-14,2.75,14.2,58.0,980.0,11.7
2025-08-05,Kazhydromet-14,2.16,16.0,58.0,978.1,10.5
2025-08-06,Kazhydromet-14,2.79,18.7,56.0,972.0,17.6
2025-08-07,Kazhydromet-14,2.24,17.3,70.0,970.3,8.6
2025-08-08,Kazhydromet-14,2.69,16.0,70.0,969.1,13.8
2025-08-09,Kazhydromet-14,1.89,15.8,62.0,974.3,11.9
2025-08-10,Kazhydromet-14,2.06,17.5,64.0,976.8,4.0
2025-08-11,Kazhydromet-14,2.2,20.1,53.0,973.4,10.1
2025-08-12,Kazhydromet-14,2.63,16.9,75.0,964.4,24.4
2025-08-13,Kazhydromet-14,2.25,18.9,65.0,968.4,11.9
2025-08-14,Kazhydromet-14,2.34,17.5,73.0,960.9,14.8
2025-08-15,Kazhydromet-14,2.67,16.9,74.0,961.5,14.7
2025-08-16,Kazhydromet-14,3.05,16.0,82.0,961.7,11.3
2025-08-17,Kazhydromet-14,2.72,16.2,75.0,963.3,14.9
2025-08-18,Kazhydromet-14,2.93,16.1,71.0,969.7,13.9
2025-08-19,Kazhydromet-14,3.16,18.2,68.0,972.0,8.0
2025-08-20,Kazhydromet-14,2.93,20.4,65.0,967.2,9.1
2025-08-21,Kazhydromet-14,2.93,19.0,60.0,964.4,11.5
2025-08-22,Kazhydromet-14,2.47,15.6,71.0,966.5,13.6
2025-08-23,Kazhydromet-14,3.04,17.9,72.0,970.1,12.2
2025-08-24,Kazhydromet-14,3.4,18.7,68.0,977.6,8.5
2025-08-25,Kazhydromet-14,2.06,18.7,56.0,980.8,9.5
2025-08-26,Kazhydromet-14,2.08,20.9,53.0,980.9,9.7
2025-08-27,Kazhydromet-14,2.95,23.0,44.0,979.8,8.2
2025-08-28,Kazhydromet-14,3.58,25.2,36.0,975.1,13.1
2025-08-29,Kazhydromet-14,2.6,20.4,50.0,974.7,10.6
2025-08-30,Kazhydromet-14,3.5,14.8,57.0,970.5,13.3
2025-08-31,Kazhydromet-14,2.75,12.6,65.0,975.5,17.6
2025-09-01,Kazhydromet-14,2.86,12.7,74.0,970.8,11.8
2025-09-02,Kazhydromet-14,2.61,12.5,69.0,975.3,13.2
2025-09-03,Kazhydromet-14,2.741111111111111,12.205555555555556,68.91666666666667,975.6222222222221,12.963888888888889
2025-09-04,Kazhydromet-14,2.8722222222222222,11.911111111111111,68.83333333333333,975.9444444444443,12.727777777777778
2025-09-05,Kazhydromet-14,3.0033333333333334,11.616666666666667,68.75,976.2666666666667,12.491666666666665
2025-09-06,Kazhydromet-14,3.134444444444444,11.322222222222223,68.66666666666667,976.5888888888888,12.255555555555555
2025-09-07,Kazhydromet-14,3.2655555555555553,11.027777777777779,68.58333333333333,976.911111111111,12.019444444444444
2025-09-08,Kazhydromet-14,3.3966666666666665,10.733333333333334,68.5,977.2333333333333,11.783333333333333
2025-09-09,Kazhydromet-14,3.5277777777777777,10.438888888888888,68.41666666666667,977.5555555555555,11.54722222222222
2024-12-14,Kazhydromet-9,1.06,-3.1,84.0,967.3,17.8
2024-12-15,Kazhydromet-9,1.52,-6.8,83.0,972.2,23.0
2024-12-16,Kazhydromet-9,1.03,-12.5,80.0,992.3,25.0
2024-12-17,Kazhydromet-9,2.0,-12.8,74.0,983.7,22.3
2024-12-18,Kazhydromet-9,1.86,-8.5,78.0,970.7,22.3
2024-12-19,Kazhydromet-9,0.96,-2.4,87.0,966.3,26.0
2024-12-20,Kazhydromet-9,3.51,-6.7,87.0,969.6,20.8
2024-12-21,Kazhydromet-9,1.4,-11.4,86.0,981.9,17.9
2024-12-22,Kazhydromet-9,1.51,-10.3,87.0,985.5,19.7
2024-12-23,Kazhydromet-9,2.22,-6.0,91.0,988.4,12.4
2024-12-24,Kazhydromet-9,2.41,-6.5,88.0,992.6,6.1
2024-12-25,Kazhydromet-9,0.77,-10.3,90.0,994.0,7.0
2024-12-26,Kazhydromet-9,1.68,-12.0,76.0,987.2,12.2
2024-12-27,Kazhydromet-9,1.04,-11.4,85.0,980.2,19.7
2024-12-28,Kazhydromet-9,0.85,-5.2,90.0,980.5,21.9
2024-12-29,Kazhydromet-9,1.29,-7.9,90.0,978.7,15.5
2024-12-30,Kazhydromet-9,1.17,-7.9,88.0,979.5,8.8
2024-12-31,Kazhydromet-9,0.84,-8.1,87.0,980.1,8.0
2025-01-01,Kazhydromet-9,1.39,-10.9,85.0,976.3,19.4
2025-01-02,Kazhydromet-9,2.54,-6.6,87.0,972.6,28.9
2025-01-03,Kazhydromet-9,3.39,-4.5,89.0,974.8,31.9
2025-01-04,Kazhydromet-9,1.26,-3.2,93.0,980.2,19.0
2025-01-05,Kazhydromet-9,0.69,-5.7,92.0,981.6,14.1
2025-01-06,Kazhydromet-9,1.55,-5.2,90.0,982.5,17.1
2025-01-07,Kazhydromet-9,1.97,-4.1,91.0,979.9,10.9
2025-01-08,Kazhydromet-9,1.5,-12.9,82.0,989.9,17.2
2025-01-09,Kazhydromet-9,2.04,-7.8,74.0,996.3,26.4
2025-01-10,Kazhydromet-9,0.85,-7.7,72.0,992.2,22.7
2025-01-11,Kazhydromet-9,1.36,-9.3,83.0,990.2,10.1
2025-01-12,Kazhydromet-9,1.14,-12.8,80.0,989.2,6.5
2025-01-13,Kazhydromet-9,0.69,-12.6,73.0,987.4,9.4
2025-01-14,Kazhydromet-9,2.74,-10.6,76.0,983.6,11.5
2025-01-15,Kazhydromet-9,2.19,-10.9,80.0,975.3,18.8
2025-01-16,Kazhydromet-9,1.01,-10.4,85.0,971.7,20.9
2025-01-17,Kazhydromet-9,1.73,-6.7,87.0,969.6,24.6
2025-01-18,Kazhydromet-9,0.93,-7.7,85.0,973.1,17.0
2025-01-19,Kazhydromet-9,1.12,-5.9,89.0,973.8,17.3
2025-01-20,Kazhydromet-9,3.72,-0.5,92.0,967.3,27.5
2025-01-21,Kazhydromet-9,1.49,-2.7,88.0,955.4,33.7
2025-01-22,Kazhydromet-9,2.11,-16.9,75.0,961.7,29.5
2025-01-23,Kazhydromet-9,1.56,-25.0,73.0,991.7,19.4
2025-01-24,Kazhydromet-9,1.58,-22.62,75.2,989.44,19.06
2025-01-25,Kazhydromet-9,1.6,-20.240000000000002,77.4,987.1800000000001,18.72
2025-01-26,Kazhydromet-9,1.6199999999999999,-17.86,79.6,984.92,18.38
2025-01-27,Kazhydromet-9,1.64,-15.48,81.8,982.66,18.04
2025-01-28,Kazhydromet-9,1.66,-13.1,84.0,980.4,17.7
2025-01-29,Kazhydromet-9,1.26,-5.6,91.0,973.1,20.4
2025-01-30,Kazhydromet-9,4.69,-7.5,89.0,977.8,12.1
2025-01-31,Kazhydromet-9,2.36,-17.3,84.0,987.3,8.4
2025-02-01,Kazhydromet-9,1.02,-8.5,89.0,986.5,21.8
2025-02-02,Kazhydromet-9,1.59,-2.5,95.0,989.6,14.9
2025-02-03,Kazhydromet-9,2.47,-4.3,90.0,994.6,9.5
2025-02-04,Kazhydromet-9,2.72,-8.7,87.0,995.8,15.2
2025-02-05,Kazhydromet-9,1.86,-6.8,90.0,998.4,20.9
2025-02-06,Kazhydromet-9,0.84,-12.1,85.0,996.3,24.5
2025-02-07,Kazhydromet-9,1.87,-17.9,79.0,993.0,23.4
2025-02-08,Kazhydromet-9,2.22,-17.4,80.0,992.3,16.6
2025-02-09,Kazhydromet-9,0.63,-16.9,84.0,989.8,7.2
2025-02-10,Kazhydromet-9,1.2,-12.6,87.0,991.3,11.6
2025-02-11,Kazhydromet-9,0.98,-10.6,87.0,987.2,13.2
2025-02-12,Kazhydromet-9,3.61,-12.2,87.0,981.4,17.0
2025-02-13,Kazhydromet-9,1.65,-7.6,88.0,977.2,29.4
2025-02-14,Kazhydromet-9,2.41,-7.9,87.0,981.6,14.8
2025-02-15,Kazhydromet-9,3.95,-6.8,87.0,978.3,15.0
2025-02-16,Kazhydromet-9,1.47,-8.1,88.0,980.8,12.0
2025-02-17,Kazhydromet-9,1.5,-8.9,86.0,986.8,18.5
2025-02-18,Kazhydromet-9,1.75,-10.6,85.0,987.1,14.0
2025-02-19,Kazhydromet-9,2.21,-11.8,86.0,984.3,8.8
2025-02-20,Kazhydromet-9,1.87,-11.350000000000001,86.0,986.0999999999999,8.65
2025-02-21,Kazhydromet-9,1.53,-10.9,86.0,987.9,8.5
2025-02-22,Kazhydromet-9,2.0,-10.6,84.0,986.2,15.1
2025-02-23,Kazhydromet-9,1.6,-7.8,85.0,982.4,14.6
2025-02-24,Kazhydromet-9,3.74,-8.5,85.0,979.0,14.5
2025-02-25,Kazhydromet-9,1.36,-4.7,85.0,972.6,7.7
2025-02-26,Kazhydromet-9,0.84,-4.7,91.0,972.5,15.2
2025-02-27,Kazhydromet-9,1.52,-10.2,85.0,984.2,16.7
2025-02-28,Kazhydromet-9,2.02,-11.6,86.0,984.7,8.3
2025-03-01,Kazhydromet-9,2.31,-13.8,85.0,986.0,8.7
2025-03-02,Kazhydromet-9,1.64,-13.7,83.0,983.6,8.3
2025-03-03,Kazhydromet-9,1.78,-7.8,77.0,977.1,15.4
2025-03-04,Kazhydromet-9,0.68,-11.4,84.0,981.7,15.2
2025-03-05,Kazhydromet-9,1.99,-10.1,81.0,982.4,22.5
2025-03-06,Kazhydromet-9,0.78,-3.1,87.0,963.0,29.1
2025-03-07,Kazhydromet-9,2.7,-7.4,86.0,961.8,19.4
2025-03-08,Kazhydromet-9,1.38,-5.3,89.0,962.4,13.5
2025-03-09,Kazhydromet-9,1.19,-9.5,86.0,967.1,18.2
2025-03-10,Kazhydromet-9,0.91,-9.1,86.0,976.3,24.9
2025-03-11,Kazhydromet-9,2.7,-3.4,91.0,979.7,17.4
2025-03-12,Kazhydromet-9,3.95,-6.7,84.0,991.3,10.8
2025-03-13,Kazhydromet-9,2.64,-6.3,80.0,988.5,18.9
2025-03-14,Kazhydromet-9,1.96,-5.6,75.0,983.5,17.8
2025-03-15,Kazhydromet-9,1.55,-1.8,88.0,982.9,9.5
2025-03-16,Kazhydromet-9,2.23,-2.7,88.0,980.7,17.0
2025-03-17,Kazhydromet-9,1.17,0.5,79.0,977.1,24.5
2025-03-18,Kazhydromet-9,1.25,2.9,82.0,977.8,22.0
2025-03-19,Kazhydromet-9,2.13,2.6,77.0,976.6,20.0
2025-03-20,Kazhydromet-9,1.06,2.8,77.0,970.8,20.5
2025-03-21,Kazhydromet-9,1.53,0.5,90.0,973.3,13.1
2025-03-22,Kazhydromet-9,1.21,-3.4,83.0,984.5,7.5
2025-03-23,Kazhydromet-9,2.93,-4.0,88.0,979.5,11.9
2025-03-24,Kazhydromet-9,2.06,-5.2,77.0,979.0,18.8
2025-03-25,Kazhydromet-9,1.01,-7.8,78.0,991.7,8.8
2025-03-26,Kazhydromet-9,2.09,-5.9,85.0,994.3,5.1
2025-03-27,Kazhydromet-9,1.21,-2.1,78.0,989.7,15.1
2025-03-28,Kazhydromet-9,2.02,-0.4,72.0,986.6,16.0
2025-03-29,Kazhydromet-9,1.66,1.0,77.0,986.4,11.5
2025-03-30,Kazhydromet-9,0.92,0.9,73.0,986.7,4.4
2025-03-31,Kazhydromet-9,3.59,2.6,75.0,983.7,10.0
2025-04-01,Kazhydromet-9,1.32,3.5,86.0,979.5,13.6
2025-04-02,Kazhydromet-9,2.5,4.1,72.0,981.6,4.2
2025-04-03,Kazhydromet-9,1.09,7.7,60.0,971.4,20.5
2025-04-04,Kazhydromet-9,1.1,7.2,79.0,956.2,22.4
2025-04-05,Kazhydromet-9,1.04,4.8,67.0,971.5,17.6
2025-04-06,Kazhydromet-9,2.04,9.0,67.0,973.0,14.3
2025-04-07,Kazhydromet-9,3.04,8.9,72.0,968.5,14.1
2025-04-08,Kazhydromet-9,1.22,12.3,73.0,967.2,11.8
2025-04-09,Kazhydromet-9,1.48,10.7,75.0,977.8,6.2
2025-04-10,Kazhydromet-9,1.33,13.6,63.0,977.3,14.6
2025-04-11,Kazhydromet-9,1.19,15.8,48.0,971.9,19.6
2025-04-12,Kazhydromet-9,2.2,15.7,54.0,967.1,18.5
2025-04-13,Kazhydromet-9,1.75,6.5,85.0,971.4,16.7
2025-04-14,Kazhydromet-9,2.99,8.2,70.0,976.9,8.9
2025-04-15,Kazhydromet-9,0.84,8.2,77.0,977.2,9.6
2025-04-16,Kazhydromet-9,1.64,7.4,62.0,978.8,14.4
2025-04-17,Kazhydromet-9,1.24,5.1,56.0,972.5,21.9
2025-04-18,Kazhydromet-9,3.0,1.7,56.0,974.9,17.1
2025-04-19,Kazhydromet-9,1.56,-0.1,48.0,979.3,7.8
2025-04-20,Kazhydromet-9,1.37,12.3,54.0,973.4,22.9
2025-04-21,Kazhydromet-9,2.16,14.5,67.0,976.5,14.6
2025-04-22,Kazhydromet-9,0.76,14.8,70.0,979.1,10.4
2025-04-23,Kazhydromet-9,1.55,15.5,59.0,976.4,13.1
2025-04-24,Kazhydromet-9,1.79,11.4,65.0,980.7,15.0
2025-04-25,Kazhydromet-9,1.44,14.9,60.0,976.3,11.0
2025-04-26,Kazhydromet-9,0.86,17.5,48.0,969.7,18.6
2025-04-27,Kazhydromet-9,0.89,17.0,69.0,963.8,11.2
2025-04-28,Kazhydromet-9,1.22,17.7,67.0,966.3,17.7
2025-04-29,Kazhydromet-9,2.73,8.9,47.0,972.1,27.2
2025-04-30,Kazhydromet-9,1.99,5.9,55.0,984.8,9.6
2025-05-01,Kazhydromet-9,1.86,8.7,55.0,982.0,5.0
2025-05-02,Kazhydromet-9,1.59,11.4,53.0,979.9,12.5
2025-05-03,Kazhydromet-9,2.96,11.5,55.0,983.4,10.8
2025-05-04,Kazhydromet-9,2.15,16.0,46.0,969.0,19.9
2025-05-05,Kazhydromet-9,1.42,14.1,53.0,973.8,12.4
2025-05-06,Kazhydromet-9,1.84,17.0,55.0,976.2,8.7
2025-05-07,Kazhydromet-9,0.96,18.4,54.0,970.6,6.9
2025-05-08,Kazhydromet-9,1.8,20.8,46.0,966.2,11.9
2025-05-09,Kazhydromet-9,2.23,19.7,56.0,962.7,13.9
2025-05-10,Kazhydromet-9,1.64,17.7,65.0,967.3,20.0
2025-05-11,Kazhydromet-9,1.72,14.1,75.0,974.2,13.1
2025-05-12,Kazhydromet-9,1.51,16.6,68.0,977.2,9.5
2025-05-13,Kazhydromet-9,1.66,20.9,54.0,972.0,12.9
2025-05-14,Kazhydromet-9,2.11,22.3,54.0,969.8,10.0
2025-05-15,Kazhydromet-9,2.15,24.6,50.0,971.9,10.4
2025-05-16,Kazhydromet-9,1.34,26.1,45.0,970.7,10.9
2025-05-17,Kazhydromet-9,2.27,24.4,43.0,962.9,16.5
2025-05-18,Kazhydromet-9,1.67,12.9,89.0,962.1,22.0
2025-05-19,Kazhydromet-9,0.97,13.8,57.0,977.2,11.4
2025-05-20,Kazhydromet-9,1.81,16.1,55.0,976.7,13.2
2025-05-21,Kazhydromet-9,1.68,18.6,51.0,972.2,15.2
2025-05-22,Kazhydromet-9,1.63,18.1,60.0,968.6,14.1
2025-05-23,Kazhydromet-9,2.31,15.5,67.0,963.1,25.2
2025-05-24,Kazhydromet-9,1.35,12.8,65.0,970.4,14.0
2025-05-25,Kazhydromet-9,2.27,10.6,65.0,971.2,6.9
2025-05-26,Kazhydromet-9,1.27,10.9,61.0,977.1,14.2
2025-05-27,Kazhydromet-9,3.2,12.6,58.0,982.3,10.3
2025-05-28,Kazhydromet-9,2.21,17.6,55.0,977.1,16.8
2025-05-29,Kazhydromet-9,2.18,16.3,66.0,979.1,6.3
2025-05-30,Kazhydromet-9,1.51,19.3,59.0,976.4,11.8
2025-05-31,Kazhydromet-9,1.46,20.7,56.0,977.5,6.4
2025-06-01,Kazhydromet-9,1.12,20.4,54.0,976.2,6.8
2025-06-02,Kazhydromet-9,1.37,21.5,53.0,971.9,4.1
2025-06-03,Kazhydromet-9,1.73,23.7,43.0,967.1,10.6
2025-06-04,Kazhydromet-9,1.12,21.7,57.0,963.4,12.5
2025-06-05,Kazhydromet-9,1.61,19.8,50.0,966.0,13.0
2025-06-06,Kazhydromet-9,1.31,23.0,51.0,970.2,7.6
2025-06-07,Kazhydromet-9,1.51,20.8,63.0,968.6,14.6
2025-06-08,Kazhydromet-9,1.68,15.0,85.0,971.7,17.2
2025-06-09,Kazhydromet-9,1.42,15.8,65.0,977.4,15.1
2025-06-10,Kazhydromet-9,1.4,18.0,60.0,975.9,17.0
2025-06-11,Kazhydromet-9,1.51,22.5,56.0,973.3,13.1
2025-06-12,Kazhydromet-9,1.26,22.2,61.0,973.4,8.8
2025-06-13,Kazhydromet-9,2.79,22.4,65.0,972.2,9.1
2025-06-14,Kazhydromet-9,1.84,22.1,65.0,969.1,7.1
2025-06-15,Kazhydromet-9,1.08,22.5,67.0,968.2,10.0
2025-06-16,Kazhydromet-9,1.0,23.9,57.0,969.2,7.6
2025-06-17,Kazhydromet-9,1.02,26.0,49.0,966.2,10.3
2025-06-18,Kazhydromet-9,0.92,27.0,41.0,962.3,13.7
2025-06-19,Kazhydromet-9,0.96,24.0,49.0,959.6,11.6
2025-06-20,Kazhydromet-9,2.4,20.3,59.0,961.5,18.4
2025-06-21,Kazhydromet-9,2.13,19.4,60.0,964.1,25.0
2025-06-22,Kazhydromet-9,1.25,21.5,51.0,965.0,18.8
2025-06-23,Kazhydromet-9,1.84,16.8,69.0,962.9,11.1
2025-06-24,Kazhydromet-9,1.43,17.3,69.0,965.8,10.9
