date,station_name,pm25,temperature,humidity,pressure,wind_speed
2022-01-12,US Embassy,8.04,-15.3,81.0,977.4,7.7
2022-01-13,US Embassy,12.046800000000001,-13.9,82.0,977.5,19.6
2022-01-14,US Embassy,8.712,-9.6,85.0,967.8,14.5
2022-01-15,US Embassy,2.016,-5.9,84.0,957.5,31.0
2022-01-16,US Embassy,1.8479999999999999,-4.4,86.0,961.0,24.0
2022-01-17,US Embassy,2.136,-7.5,82.0,973.5,24.2
2022-01-18,US Embassy,2.472,-8.6,87.0,981.1,12.6
2022-01-19,US Embassy,50.92,-12.4,89.0,982.5,3.3
2022-01-20,US Embassy,49.36,-13.7,86.0,984.7,6.8
2022-01-21,US Embassy,5.064,-15.6,78.0,979.3,9.1
2022-01-22,US Embassy,127.22000000000003,-18.2,79.0,981.2,8.4
2022-01-23,US Embassy,77.43999999999998,-20.7,79.0,985.7,11.1
2022-01-24,US Embassy,89.02999999999997,-20.1,79.0,990.1,11.8
2022-01-25,US Embassy,16.3992,-18.2,80.0,986.6,11.3
2022-01-26,US Embassy,2.88,-16.0,81.0,984.4,11.8
2022-01-27,US Embassy,5.52,-15.8,84.0,987.1,9.9
2022-01-28,US Embassy,47.04,-14.9,81.0,981.2,8.4
2022-01-29,US Embassy,14.152800000000001,-12.3,74.0,976.1,10.5
2022-01-30,US Embassy,2.832,-7.8,86.0,976.2,18.6
2022-01-31,US Embassy,2.832,-7.1,88.0,981.1,17.8
2022-02-01,US Embassy,6.4184,-9.6,87.0,984.1666666666666,14.266666666666667
2022-02-02,US Embassy,10.0048,-12.1,86.0,987.2333333333333,10.733333333333334
2022-02-03,US Embassy,13.591199999999999,-14.6,85.0,990.3,7.2
2022-02-04,US Embassy,8.04,-14.3,78.0,987.9,10.3
2022-02-05,US Embassy,7.92,-11.8,70.0,980.8,11.9
2022-02-06,US Embassy,2.6399999999999997,-9.7,67.0,972.9,15.1
2022-02-07,US Embassy,2.76,-7.2,80.0,975.3,17.4
2022-02-08,US Embassy,2.352,-8.1,89.0,984.1,9.6
2022-02-09,US Embassy,42.4,-11.8,88.0,985.1,8.6
2022-02-10,US Embassy,182.6,-14.4,85.0,987.5,10.0
2022-02-11,US Embassy,11.351999999999999,-16.5,80.0,983.7,13.9
2022-02-12,US Embassy,2.352,-9.5,83.0,970.6,20.5
2022-02-13,US Embassy,1.8479999999999999,-5.8,89.0,971.2,19.9
2022-02-14,US Embassy,4.152,-5.1,90.0,965.4,19.3
2022-02-15,US Embassy,4.152,-12.0,78.0,975.3,24.9
2022-02-16,US Embassy,3.816,-13.4,83.0,987.7,15.2
2022-02-17,US Embassy,2.76,-10.2,84.0,988.1,18.7
2022-02-18,US Embassy,2.064,-12.2,76.0,989.0,14.3
2022-02-19,US Embassy,8.616,-12.7,68.0,987.1,8.4
2022-02-20,US Embassy,2.424,-10.3,74.0,981.1,11.6
2022-02-21,US Embassy,4.392,-8.7,78.0,976.0,12.8
2022-02-22,US Embassy,5.76,-5.7,85.0,974.3,9.0
2022-02-23,US Embassy,3.36,-3.8,90.0,981.5,9.9
2022-02-24,US Embassy,2.544,-5.2,89.0,982.7,14.2
2022-02-25,US Embassy,2.304,-3.3,89.0,982.6,12.7
2022-02-26,US Embassy,11.255999999999998,-5.8,90.0,989.4,6.6
2022-02-27,US Embassy,6.552,-9.0,84.0,989.2,8.1
2022-02-28,US Embassy,73.63999999999999,-12.9,88.0,982.8,4.5
2022-03-01,US Embassy,13.216800000000001,-9.5,91.0,979.8,8.5
2022-03-02,US Embassy,8.256,-7.4,90.0,982.2,7.0
2022-03-03,US Embassy,8.616,-8.8,88.0,982.4,8.9
2022-03-04,US Embassy,2.1839999999999997,-7.8,92.0,973.8,10.0
2022-03-05,US Embassy,2.472,-2.2,89.0,964.4,17.5
2022-03-06,US Embassy,1.68,1.5,86.0,953.9,35.6
2022-03-07,US Embassy,1.2,-2.5,83.0,960.0,32.6
2022-03-08,US Embassy,1.56,-11.3,79.0,976.8,14.1
2022-03-09,US Embassy,12.608399999999998,-10.9,83.0,979.4,12.7
2022-03-10,US Embassy,9.984,-11.0,82.0,980.4,20.8
2022-03-11,US Embassy,9.096,-12.7,81.0,979.5,25.3
2022-03-12,US Embassy,7.8,-10.6,83.0,972.2,26.7
2022-03-13,US Embassy,8.904,-9.1,84.0,968.5,21.9
2022-03-14,US Embassy,7.127999999999999,-7.7,85.0,977.1,6.6
2022-03-15,US Embassy,4.055999999999999,-8.8,84.0,981.9,9.7
2022-03-16,US Embassy,9.408,-12.5,81.0,988.4,8.1
2022-03-17,US Embassy,17.2884,-14.7,81.0,985.4,16.6
2022-03-18,US Embassy,7.464,-13.1,80.0,982.6,22.8
2022-03-19,US Embassy,11.448,-13.8,80.0,989.5,13.5
2022-03-20,US Embassy,14.527199999999999,-12.9,81.0,982.2,12.4
2022-03-21,US Embassy,2.064,-9.5,74.0,970.8,27.3
2022-03-22,US Embassy,1.776,-4.8,82.0,967.3,21.0
2022-03-23,US Embassy,1.44,-4.7,84.0,970.7,26.0
2022-03-24,US Embassy,1.68,-4.3,85.0,974.2,21.6
2022-03-25,US Embassy,1.9679999999999997,-4.0,89.0,977.0,20.2
2022-03-26,US Embassy,5.184,-4.3,88.0,972.7,19.4
2022-03-27,US Embassy,8.256,-1.6,88.0,964.7,12.1
2022-03-28,US Embassy,3.2399999999999998,-1.2,89.0,972.8,13.5
2022-03-29,US Embassy,2.472,-1.5,87.0,967.0,26.7
2022-03-30,US Embassy,1.9679999999999997,-0.2,84.0,981.1,33.2
2022-03-31,US Embassy,1.68,1.1,78.0,985.8,16.7
2022-04-01,US Embassy,3.816,1.1,82.0,980.5,7.9
2022-04-02,US Embassy,2.352,1.5,80.0,980.6,10.9
2022-04-03,US Embassy,2.256,3.7,77.0,979.3,12.2
2022-04-04,US Embassy,1.56,5.3,75.0,974.3,10.8
2022-04-05,US Embassy,2.712,8.2,71.0,969.6,16.9
2022-04-06,US Embassy,4.848,2.7,74.0,976.1,10.0
2022-04-07,US Embassy,6.888,3.5,71.0,974.8,7.7
2022-04-08,US Embassy,4.848,5.1,68.0,974.3,12.8
2022-04-09,US Embassy,6.095999999999999,4.1,54.0,979.7,10.5
2022-04-10,US Embassy,4.055999999999999,6.1,48.0,983.4,18.3
2022-04-11,US Embassy,1.9679999999999997,6.7,46.0,983.3,22.1
2022-04-12,US Embassy,2.352,8.7,38.0,978.1,24.4
2022-04-13,US Embassy,2.256,10.9,40.0,979.0,18.9
2022-04-14,US Embassy,8.16408,10.540000000000001,46.0,977.94,19.22
2022-04-15,US Embassy,14.07216,10.18,52.0,976.88,19.54
2022-04-16,US Embassy,19.980240000000002,9.82,58.0,975.82,19.86
2022-04-17,US Embassy,25.88832,9.459999999999999,64.0,974.76,20.18
2022-04-18,US Embassy,31.7964,9.1,70.0,973.7,20.5
2022-04-19,US Embassy,20.938799999999997,8.5,62.0,980.4,8.0
2022-04-20,US Embassy,9.792,11.6,63.0,974.9,14.8
2022-04-21,US Embassy,2.712,10.3,75.0,968.6,17.1
2022-04-22,US Embassy,3.6959999999999997,3.8,59.0,975.6,10.6
2022-04-23,US Embassy,3.5999999999999996,3.0,48.0,976.6,10.8
2022-04-24,US Embassy,2.352,3.0,41.0,979.4,17.6
2022-04-25,US Embassy,2.904,6.4,40.0,976.3,10.4
2022-04-26,US Embassy,3.48,10.0,42.0,977.4,11.5
2022-04-27,US Embassy,3.2399999999999998,13.0,45.0,979.7,9.5
2022-04-28,US Embassy,1.68,15.4,44.0,982.3,10.7
2022-04-29,US Embassy,2.712,16.7,40.0,978.9,10.5
2022-04-30,US Embassy,5.64,18.3,39.0,971.0,7.0
2022-05-01,US Embassy,6.335999999999999,16.8,53.0,964.0,11.1
2022-05-02,US Embassy,7.008,13.5,52.0,966.1,11.9
2022-05-03,US Embassy,2.352,8.8,41.0,975.3,17.1
2022-05-04,US Embassy,1.6079999999999999,10.2,32.0,973.8,15.8
2022-05-05,US Embassy,2.256,12.5,56.0,970.6,11.6
2022-05-06,US Embassy,2.544,14.7,50.0,971.3,17.6
2022-05-07,US Embassy,4.728,8.0,38.0,983.3,14.2
2022-05-08,US Embassy,4.512,9.0,34.0,987.6,14.2
2022-05-09,US Embassy,4.152,12.7,33.0,981.5,20.0
2022-05-10,US Embassy,3.36,14.6,36.0,973.0,25.1
2022-05-11,US Embassy,1.728,14.5,66.0,973.8,13.4
2022-05-12,US Embassy,2.472,14.4,51.0,976.1,7.9
2022-05-13,US Embassy,2.592,16.9,42.0,971.4,9.4
2022-05-14,US Embassy,2.136,17.3,49.0,969.2,12.6
2022-05-15,US Embassy,2.136,17.4,50.0,972.3,16.4
2022-05-16,US Embassy,2.6399999999999997,20.8,37.0,969.3,18.5
2022-05-17,US Embassy,2.136,20.3,42.0,966.1,15.4
2022-05-18,US Embassy,2.544,16.0,75.0,967.4,7.9
2022-05-19,US Embassy,1.488,15.5,48.0,969.6,20.4
2022-05-20,US Embassy,1.776,17.2,42.0,971.9,17.3
2022-05-21,US Embassy,2.712,23.0,31.0,962.8,19.8
2022-05-22,US Embassy,6.4319999999999995,12.9,52.0,963.4,25.1
2022-05-23,US Embassy,4.968,15.0,43.0,975.2,18.1
2022-05-24,US Embassy,3.2399999999999998,19.5,35.0,974.2,11.0
2022-05-25,US Embassy,2.352,21.9,30.0,971.3,14.6
2022-05-26,US Embassy,2.304,25.6,27.0,967.3,13.2
2022-05-27,US Embassy,4.848,18.9,41.0,969.6,15.1
2022-05-28,US Embassy,2.544,13.9,61.0,973.4,8.1
2022-05-29,US Embassy,1.776,18.3,51.0,976.7,11.8
2022-05-30,US Embassy,2.1839999999999997,22.2,43.0,975.2,9.9
2022-05-31,US Embassy,2.352,19.6,48.0,968.1,14.9
2022-06-01,US Embassy,2.352,15.0,50.0,969.5,19.0
2022-06-02,US Embassy,1.896,16.9,39.0,976.3,10.8
2022-06-03,US Embassy,4.055999999999999,18.0,49.0,972.4,13.3
2022-06-04,US Embassy,3.36,14.2,68.0,970.0,12.6
2022-06-05,US Embassy,3.816,12.3,58.0,974.6,11.8
2022-06-06,US Embassy,1.68,16.5,49.0,974.6,8.6
2022-06-07,US Embassy,1.68,21.0,43.0,969.0,7.8
2022-06-08,US Embassy,4.152,24.0,38.0,965.1,13.6
2022-06-09,US Embassy,9.6,22.9,48.0,963.6,7.9
2022-06-10,US Embassy,7.584,22.8,36.0,961.0,10.3
2022-06-11,US Embassy,1.56,20.4,40.0,962.5,17.1
2022-06-12,US Embassy,3.024,22.2,40.0,963.2,17.1
2022-06-13,US Embassy,2.544,20.8,56.0,963.2,14.3
2022-06-14,US Embassy,1.68,19.0,60.0,965.1,15.8
2022-06-15,US Embassy,2.544,17.7,59.0,969.7,13.4
2022-06-16,US Embassy,2.904,19.9,47.0,970.2,14.0
2022-06-17,US Embassy,1.896,21.0,53.0,969.8,9.4
2022-06-18,US Embassy,1.68,22.8,48.0,966.8,8.3
2022-06-19,US Embassy,3.024,24.1,46.0,964.3,7.3
2022-06-20,US Embassy,2.544,24.6,47.0,959.6,8.1
2022-06-21,US Embassy,2.592,21.8,60.0,957.5,16.7
2022-06-22,US Embassy,2.016,21.7,54.0,961.5,14.7
2022-06-23,US Embassy,2.256,25.0,46.0,966.7,14.3
2022-06-24,US Embassy,2.712,25.7,48.0,969.7,8.0
2022-06-25,US Embassy,3.5999999999999996,28.8,40.0,964.2,14.6
2022-06-26,US Embassy,2.304,24.5,54.0,960.1,14.1
2022-06-27,US Embassy,1.776,18.1,52.0,964.3,17.6
2022-06-28,US Embassy,1.44,18.6,49.0,965.8,9.3
2022-06-29,US Embassy,1.392,16.8,49.0,959.1,19.8
2022-06-30,US Embassy,1.152,13.9,51.0,964.1,13.0
2022-07-01,US Embassy,1.68,17.3,43.0,968.9,10.2
2022-07-02,US Embassy,2.6399999999999997,18.4,46.0,968.6,10.4
2022-07-03,US Embassy,2.424,20.6,42.0,964.8,12.9
2022-07-04,US Embassy,2.064,24.4,34.0,953.8,19.2
2022-07-05,US Embassy,1.56,16.5,71.0,956.1,18.4
2022-07-06,US Embassy,1.1039999999999999,17.2,65.0,966.2,10.1
2022-07-07,US Embassy,1.8479999999999999,17.6,79.0,966.2,9.6
2022-07-08,US Embassy,2.064,17.0,85.0,967.9,14.6
2022-07-09,US Embassy,2.544,19.2,71.0,969.5,15.4
2022-07-10,US Embassy,1.8479999999999999,20.8,62.0,969.2,14.5
2022-07-11,US Embassy,1.9679999999999997,22.7,59.0,970.3,15.8
2022-07-12,US Embassy,1.56,23.6,50.0,975.0,18.5
2022-07-13,US Embassy,2.1839999999999997,22.4,54.0,978.2,9.0
2022-07-14,US Embassy,1.2,23.0,50.0,975.8,5.5
2022-07-15,US Embassy,3.5999999999999996,25.0,48.0,971.1,6.7
2022-07-16,US Embassy,2.544,25.9,50.0,966.0,10.7
2022-07-17,US Embassy,2.232,25.48,48.4,965.4,11.58
2022-07-18,US Embassy,1.92,25.06,46.8,964.8,12.459999999999999
2022-07-19,US Embassy,1.608,24.64,45.2,964.2,13.34
2022-07-20,US Embassy,1.296,24.22,43.6,963.6,14.219999999999999
2022-07-21,US Embassy,0.9839999999999999,23.8,42.0,963.0,15.1
2022-07-22,US Embassy,1.8479999999999999,21.4,44.0,965.5,14.1
2022-07-23,US Embassy,1.896,21.1,53.0,965.7,9.6
2022-07-24,US Embassy,1.9679999999999997,21.1,46.0,966.5,14.2
2022-07-25,US Embassy,2.256,22.5,47.0,970.8,7.0
2022-07-26,US Embassy,2.76,24.7,41.0,968.5,9.3
2022-07-27,US Embassy,2.256,24.6,45.0,962.1,14.3
2022-07-28,US Embassy,1.728,22.9,63.0,960.8,8.4
2022-07-29,US Embassy,1.6079999999999999,19.1,83.0,962.4,8.4
2022-07-30,US Embassy,1.728,18.2,86.0,963.1,9.8
2022-07-31,US Embassy,2.352,19.6,68.0,964.0,12.3
2022-08-01,US Embassy,2.304,20.5,72.0,965.5,9.0
2022-08-02,US Embassy,2.016,19.6,73.0,968.8,12.7
2022-08-03,US Embassy,1.44,19.6,59.0,972.7,17.7
2022-08-04,US Embassy,2.136,19.8,53.0,975.0,19.9
2022-08-05,US Embassy,1.44,19.8,52.0,976.1,16.2
2022-08-06,US Embassy,2.592,20.7,47.0,974.8,13.8
2022-08-07,US Embassy,4.272,20.5,53.0,971.4,9.3
2022-08-08,US Embassy,4.055999999999999,17.8,73.0,969.8,15.0
2022-08-09,US Embassy,2.904,18.1,75.0,968.7,12.7
2022-08-10,US Embassy,4.152,18.3,81.0,969.7,15.2
2022-08-11,US Embassy,2.424,19.4,72.0,971.3,14.6
2022-08-12,US Embassy,5.52,20.7,75.0,973.2,8.7
2022-08-13,US Embassy,2.76,20.1,61.0,973.3,11.3
2022-08-14,US Embassy,1.68,19.4,58.0,973.0,10.0
2022-08-15,US Embassy,2.304,16.9,48.0,976.0,12.8
2022-08-16,US Embassy,2.6399999999999997,15.7,54.0,977.3,8.0
2022-08-17,US Embassy,2.544,14.4,61.0,975.7,12.6
2022-08-18,US Embassy,2.136,12.9,57.0,975.8,9.8
2022-08-19,US Embassy,1.728,11.8,57.0,979.8,13.1
2022-08-20,US Embassy,1.7466666666666666,12.377777777777778,56.22222222222222,980.0222222222221,13.2
2022-08-21,US Embassy,1.7653333333333332,12.955555555555556,55.44444444444444,980.2444444444444,13.299999999999999
2022-08-22,US Embassy,1.784,13.533333333333333,54.666666666666664,980.4666666666666,13.4
2022-08-23,US Embassy,1.8026666666666666,14.11111111111111,53.888888888888886,980.6888888888889,13.5
2022-08-24,US Embassy,1.8213333333333332,14.68888888888889,53.111111111111114,980.911111111111,13.6
2022-08-25,US Embassy,1.8399999999999999,15.266666666666667,52.333333333333336,981.1333333333333,13.7
2022-08-26,US Embassy,1.8586666666666667,15.844444444444445,51.55555555555556,981.3555555555555,13.8
