date,min,max,median,q1,q3,stdev,count
2025-02-10T00:00:00.000Z,0.52,8.19,1.5,0.8,4.19,2.382,24
2025-02-11T00:00:00.000Z,0.44,6.15,1.47,0.66,3.52,1.908,24
2025-02-12T00:00:00.000Z,0.54,7.53,4.12,1.77,5.45,2.112,24
2025-02-13T00:00:00.000Z,0.43,6.14,1.96,1.1,2.46,1.337,24
2025-02-14T00:00:00.000Z,0.43,7.3,2.69,0.94,5.81,2.362,23
2025-02-15T00:00:00.000Z,0.47,6.58,4.59,1.32,5.79,2.206,24
2025-02-16T00:00:00.000Z,0.47,6.27,1.98,0.99,4.96,2.063,24
2025-02-17T00:00:00.000Z,0.45,7.74,1.72,0.56,3.52,2.12,24
2025-02-18T00:00:00.000Z,0.68,8.14,2.42,1.33,4.65,2.214,24
2025-02-19T00:00:00.000Z,0.44,7.58,2.4,1.23,4.34,2.048,22
2025-02-21T00:00:00.000Z,0.56,8.1,1.68,1.17,2.54,2,11
2025-02-22T00:00:00.000Z,0.52,7.65,2.57,1.53,5.4,2.14,24
2025-02-23T00:00:00.000Z,0.45,9.57,2.06,0.95,5.46,2.685,24
2025-02-24T00:00:00.000Z,0.48,7.61,4.3,2,5.49,2.157,24
2025-02-25T00:00:00.000Z,0.44,9.59,1.84,0.79,3.61,2.313,23
2025-02-26T00:00:00.000Z,0.51,6.53,0.92,0.63,3.95,2.052,24
2025-02-27T00:00:00.000Z,0.43,36.47,2.19,1.49,5.74,8.621,17
2025-02-28T00:00:00.000Z,1.38,6.4,2.02,1.72,5.76,1.935,7
2025-03-01T00:00:00.000Z,0.47,8.71,2.44,0.9,6.68,3.128,10
2025-03-02T00:00:00.000Z,0.44,8.13,2.04,0.67,4.37,2.317,24
2025-03-03T00:00:00.000Z,0.46,7.22,2.29,0.84,3.88,1.982,24
2025-03-04T00:00:00.000Z,0.44,9.01,1.13,0.56,4.17,2.476,24
2025-03-05T00:00:00.000Z,0.44,10.52,2.31,0.7,4.05,2.42,24
2025-03-06T00:00:00.000Z,0.56,2.5,1.08,0.91,2.36,0.739,6
2025-03-07T00:00:00.000Z,0.47,6.4,3.28,1.33,4.82,1.838,19
2025-03-08T00:00:00.000Z,0.43,7.54,1.49,0.66,4.55,2.381,24
2025-03-09T00:00:00.000Z,0.57,7.98,1.59,0.9,4.53,2.165,24
2025-03-10T00:00:00.000Z,0.51,6.28,1.17,0.69,4.13,2.045,24
2025-03-11T00:00:00.000Z,0.43,7.96,2.8,1.84,5.96,2.533,24
2025-03-12T00:00:00.000Z,0.56,9.09,4.58,1.86,6.84,2.813,20
2025-03-13T00:00:00.000Z,0.45,7.45,3,0.96,4.59,2.054,24
2025-03-14T00:00:00.000Z,0.51,7.11,2.24,0.81,4.8,2.182,23
2025-03-15T00:00:00.000Z,0.43,8.52,2.22,0.54,4.55,2.362,24
2025-03-16T00:00:00.000Z,0.55,6.51,2.44,1.56,3.76,1.67,21
2025-03-17T00:00:00.000Z,0.43,4.69,1.33,0.64,2.49,1.239,19
2025-03-18T00:00:00.000Z,0.44,8.91,1.25,0.67,4.34,2.597,24
2025-03-19T00:00:00.000Z,0.45,6.14,2.21,0.62,4.61,2.077,24
2025-03-20T00:00:00.000Z,0.43,5.03,1.07,0.66,2.37,1.343,24
2025-03-21T00:00:00.000Z,0.44,6.05,1.71,0.67,2.99,1.685,24
2025-03-22T00:00:00.000Z,0.43,6.22,1.27,0.59,3.57,1.844,24
2025-03-23T00:00:00.000Z,0.48,7.28,3.15,0.67,5.28,2.451,24
2025-03-24T00:00:00.000Z,0.55,7.23,2.63,1.05,4.71,2.211,24
2025-03-25T00:00:00.000Z,0.49,6.5,1.22,0.59,2.14,1.471,24
2025-03-26T00:00:00.000Z,0.59,7.51,2.43,1.32,4.96,2.207,24
2025-03-27T00:00:00.000Z,0.45,4.41,1.29,0.67,2.09,1.281,10
2025-03-28T00:00:00.000Z,0.44,8.43,2.74,0.9,4.13,2.223,19
2025-03-29T00:00:00.000Z,0.51,8.36,2.02,1.12,2.79,2.074,24
2025-03-30T00:00:00.000Z,0.45,10.28,1.46,0.64,3.67,2.613,24
2025-03-31T00:00:00.000Z,0.56,9.44,3.58,1.73,7.23,2.893,24
2025-04-01T00:00:00.000Z,0.45,9.77,2.04,0.97,3.58,2.679,24
2025-04-02T00:00:00.000Z,0.44,8.84,2.85,1.43,4.13,2.143,24
2025-04-03T00:00:00.000Z,0.43,15.94,1.79,0.7,4.04,3.299,24
2025-04-04T00:00:00.000Z,0.46,6.73,1.69,0.86,3.8,1.704,24
2025-04-05T00:00:00.000Z,0.44,5.28,1.37,0.78,2.63,1.238,24
2025-04-06T00:00:00.000Z,0.46,9.3,2.37,0.84,5.81,2.819,24
2025-04-07T00:00:00.000Z,0.44,7.08,3.31,0.69,5.58,2.36,24
2025-04-08T00:00:00.000Z,0.45,6.82,1.48,0.78,4.57,2.126,24
2025-04-09T00:00:00.000Z,0.44,7.26,1.98,0.71,4.26,2.27,24
2025-04-10T00:00:00.000Z,0.51,8.07,1.59,0.74,5.26,2.388,24
2025-04-11T00:00:00.000Z,0.44,8.09,1.41,0.51,3.35,2.096,24
2025-04-12T00:00:00.000Z,0.44,9.39,2.5,0.67,5.37,2.698,24
2025-04-13T00:00:00.000Z,0.44,7.37,2.29,1.2,5.67,2.309,24
2025-04-14T00:00:00.000Z,0.43,6.8,2.73,0.9,5.35,2.172,9
2025-04-15T00:00:00.000Z,0.45,7.99,1.26,0.55,3.2,2.133,17
2025-04-16T00:00:00.000Z,0.43,7.79,2.54,0.67,5.4,2.415,24
2025-04-17T00:00:00.000Z,0.44,6.47,1.09,0.63,2.52,1.506,24
2025-04-18T00:00:00.000Z,0.45,7.44,4.09,1.72,5,2.066,24
2025-04-19T00:00:00.000Z,0.47,7.35,2.1,0.67,5.2,2.256,22
2025-04-20T00:00:00.000Z,0.43,6.42,1.69,0.73,3.83,1.749,24
2025-04-21T00:00:00.000Z,0.46,11.64,2.36,0.7,4.67,2.899,24
2025-04-22T00:00:00.000Z,0.45,6.97,0.91,0.51,1.7,1.841,23
2025-04-23T00:00:00.000Z,0.47,10.1,1.49,0.59,2.67,2.453,24
2025-04-24T00:00:00.000Z,0.45,5.74,2.59,0.69,3.94,1.812,24
2025-04-25T00:00:00.000Z,0.44,7.36,1.47,0.55,3.17,1.777,24
2025-04-26T00:00:00.000Z,0.44,9.71,1.04,0.56,3.77,2.656,24
2025-04-27T00:00:00.000Z,0.43,7.36,1.03,0.49,2.94,1.921,24
2025-04-28T00:00:00.000Z,0.45,6.31,1.21,0.66,2.86,1.792,24
2025-04-29T00:00:00.000Z,0.46,6.86,3.26,1.82,4.59,1.883,24
2025-04-30T00:00:00.000Z,0.45,6.86,2,0.85,4.04,1.919,24
2025-05-01T00:00:00.000Z,0.59,6.25,2.37,1.03,3.8,1.793,24
2025-05-02T00:00:00.000Z,0.43,7.55,1.88,1.37,4.15,2.136,22
2025-05-03T00:00:00.000Z,0.51,8.66,3.85,1.25,6.54,2.44,21
2025-05-04T00:00:00.000Z,0.43,8.1,2.34,0.92,4.88,2.437,24
2025-05-05T00:00:00.000Z,0.44,8.32,1.56,1.19,4.48,2.281,24
2025-05-06T00:00:00.000Z,0.44,12.22,1.98,0.82,4.84,2.923,24
2025-05-07T00:00:00.000Z,0.47,9.16,1.26,0.59,3.17,2.331,24
2025-05-08T00:00:00.000Z,0.45,7.85,1.97,0.76,4.69,2.276,24
2025-05-09T00:00:00.000Z,0.45,6.01,2.04,0.71,3.95,1.773,24
2025-05-10T00:00:00.000Z,0.48,6.85,2.25,0.89,5.05,2.159,24
2025-05-11T00:00:00.000Z,0.44,6.31,1.72,1.12,3.46,1.678,24
2025-05-12T00:00:00.000Z,0.44,7.44,1.6,0.86,2.84,1.783,24
2025-05-13T00:00:00.000Z,0.43,7.37,1.71,0.98,2.79,1.538,24
2025-05-14T00:00:00.000Z,0.43,7.11,2.25,1.24,3.34,1.805,24
2025-05-15T00:00:00.000Z,0.56,7.17,2.43,0.86,4.23,1.996,24
2025-05-16T00:00:00.000Z,0.44,5.73,1.23,0.59,3.59,1.786,24
2025-05-17T00:00:00.000Z,0.44,6.73,2.13,1.36,4.24,1.875,24
2025-05-18T00:00:00.000Z,0.45,6.5,2.02,0.69,3.61,1.683,24
2025-05-19T00:00:00.000Z,0.5,5.71,1.12,0.71,2.11,1.31,24
2025-05-20T00:00:00.000Z,0.47,6.96,1.89,0.98,4.54,2.035,24
2025-05-21T00:00:00.000Z,0.47,6.3,2.02,0.89,3.32,1.645,24
2025-05-22T00:00:00.000Z,0.44,6.47,1.87,0.7,3.68,1.91,24
2025-05-23T00:00:00.000Z,0.47,8.91,2.48,0.86,4.07,2.105,24
2025-05-24T00:00:00.000Z,0.5,4.38,1.41,0.72,2.89,1.248,24
2025-05-25T00:00:00.000Z,0.45,6.94,3.05,0.96,4.11,1.787,24
2025-05-26T00:00:00.000Z,0.44,7.12,1.38,0.65,3.54,2.149,24
2025-05-27T00:00:00.000Z,0.45,7.55,3.34,0.76,5.18,2.281,24
2025-05-28T00:00:00.000Z,0.46,6.19,2.68,1.06,3.6,1.743,24
2025-05-29T00:00:00.000Z,0.43,7.33,2.9,1.21,3.78,2.02,24
2025-05-30T00:00:00.000Z,0.43,7.55,1.36,0.62,3.83,2.019,24
2025-05-31T00:00:00.000Z,0.45,6.24,1.77,0.71,2.31,1.438,24
2025-06-01T00:00:00.000Z,0.44,3.38,1.28,0.62,2.04,0.851,24
2025-06-02T00:00:00.000Z,0.53,6.77,1.28,0.73,2.91,1.637,24
2025-06-03T00:00:00.000Z,0.44,5.46,1.92,0.75,3.77,1.661,24
2025-06-04T00:00:00.000Z,0.53,5.51,1.4,0.84,2.9,1.331,24
2025-06-05T00:00:00.000Z,0.48,6.47,1.5,0.82,2.92,1.642,24
2025-06-06T00:00:00.000Z,0.46,6.01,1.51,0.64,2.02,1.348,24
2025-06-07T00:00:00.000Z,0.45,5.54,1.55,0.71,3.19,1.511,24
2025-06-08T00:00:00.000Z,0.48,6.06,1.92,0.81,3.04,1.422,24
2025-06-09T00:00:00.000Z,0.44,7.41,1.33,1.04,2.84,1.708,24
2025-06-10T00:00:00.000Z,0.57,7.01,1.62,0.83,3.04,1.85,18
2025-06-11T00:00:00.000Z,0.44,7.35,1.4,0.7,2.45,1.626,24
2025-06-12T00:00:00.000Z,0.47,5.17,1.21,0.76,2.06,1.293,24
2025-06-13T00:00:00.000Z,0.48,5.86,3.35,1.26,4.23,1.725,24
2025-06-14T00:00:00.000Z,0.45,5.51,1.85,0.93,3.77,1.618,24
2025-06-15T00:00:00.000Z,0.68,7.3,1.38,0.84,1.8,1.56,16
2025-06-16T00:00:00.000Z,0.44,5.72,1.03,0.67,2.2,1.517,24
2025-06-17T00:00:00.000Z,0.46,5.14,0.96,0.67,2.61,1.493,24
2025-06-18T00:00:00.000Z,0.44,5.73,0.86,0.54,2.22,1.466,24
2025-06-19T00:00:00.000Z,0.45,4.43,1.05,0.66,1.87,1.203,24
2025-06-20T00:00:00.000Z,0.44,6.32,2.71,1.78,3.83,1.466,24
2025-06-21T00:00:00.000Z,0.43,7.66,2.25,1.41,3.17,2.075,23
2025-06-22T00:00:00.000Z,0.45,6.04,1.23,0.6,2.19,1.381,24
2025-06-23T00:00:00.000Z,0.45,4.9,1.94,0.94,3.65,1.48,24
2025-06-24T00:00:00.000Z,0.43,6.95,1.49,1.01,2.72,1.697,24
2025-06-25T00:00:00.000Z,0.49,5.69,1.26,0.81,2.5,1.422,24
2025-06-26T00:00:00.000Z,0.47,6.78,1.64,0.63,3.49,1.953,24
2025-06-27T00:00:00.000Z,0.5,7.53,2.09,0.85,4.19,2.015,24
2025-06-28T00:00:00.000Z,0.46,6.03,2.44,1.23,4.22,1.697,24
2025-06-29T00:00:00.000Z,0.43,6.24,1.2,0.77,2.09,1.658,24
2025-06-30T00:00:00.000Z,0.48,6.17,3.01,0.71,4.92,1.978,23
2025-07-01T00:00:00.000Z,0.44,6.02,2.19,1.01,4.01,1.78,24
2025-07-02T00:00:00.000Z,0.43,8.63,1.44,0.65,4.26,2.271,24
2025-07-03T00:00:00.000Z,0.45,6.71,1.29,0.64,3.26,1.815,24
2025-07-04T00:00:00.000Z,0.37,6.34,1.04,0.75,2.88,1.509,24
2025-07-05T00:00:00.000Z,0.45,7.33,0.78,0.51,1.53,1.514,24
2025-07-06T00:00:00.000Z,0.44,6.15,2.02,0.71,3.14,1.679,24
2025-07-07T00:00:00.000Z,0.46,5.75,1.44,0.83,3.9,1.77,24
2025-07-08T00:00:00.000Z,0.44,11.05,1.87,0.63,3.3,2.654,24
2025-07-09T00:00:00.000Z,0.43,4.36,0.68,0.52,1.14,0.859,24
2025-07-10T00:00:00.000Z,0.43,5.72,1.39,0.54,2.61,1.544,24
2025-07-11T00:00:00.000Z,0.44,6.07,1.19,0.62,3.11,1.521,24
2025-07-12T00:00:00.000Z,0.49,6.68,2,0.81,4.15,1.917,24
2025-07-13T00:00:00.000Z,0.44,5.88,1.94,1.23,2.96,1.363,24
2025-07-14T00:00:00.000Z,0.51,5.3,1.36,0.91,2.25,1.236,24
2025-07-15T00:00:00.000Z,0.43,5.39,1.73,0.73,3.23,1.731,24
2025-07-16T00:00:00.000Z,0.43,7.82,1.6,0.65,3.66,2.113,24
2025-07-17T00:00:00.000Z,0.46,6.34,2.66,0.8,5.11,2.181,24
2025-07-18T00:00:00.000Z,0.44,5.16,1.97,1.08,3.62,1.371,24
2025-07-19T00:00:00.000Z,0.47,7.43,2.5,1,4.79,2.181,24
2025-07-20T00:00:00.000Z,0.44,5.25,1.2,0.54,3.33,1.667,24
2025-07-21T00:00:00.000Z,0.44,5.31,1.9,0.5,2.72,1.581,24
2025-07-22T00:00:00.000Z,0.45,6.65,2.1,0.64,3.87,1.877,24
2025-07-23T00:00:00.000Z,0.43,5.95,0.68,0.5,3.14,1.69,24
2025-07-24T00:00:00.000Z,0.5,7.93,1.57,0.83,3.66,1.973,24
2025-07-25T00:00:00.000Z,0.43,4.97,0.56,0.48,1.32,1.333,19
2025-07-26T00:00:00.000Z,0.48,5.03,2.08,1.29,2.78,1.092,24
2025-07-27T00:00:00.000Z,0.44,4.05,0.98,0.73,1.66,0.847,24
2025-07-28T00:00:00.000Z,0.44,5.83,0.87,0.57,2.31,1.489,23
2025-07-29T00:00:00.000Z,0.5,6.17,1.65,0.99,3.97,1.727,24
2025-07-30T00:00:00.000Z,0.44,6.64,0.84,0.52,1.92,1.548,24
2025-07-31T00:00:00.000Z,0.5,5.38,1.9,0.79,3.19,1.513,22
2025-08-01T00:00:00.000Z,0.57,6.03,2.04,0.71,4.08,1.871,23
2025-08-02T00:00:00.000Z,0.44,5.76,2.02,1.09,3.63,1.677,24
2025-08-03T00:00:00.000Z,0.5,5.74,1.74,0.8,3.9,1.751,24
2025-08-04T00:00:00.000Z,0.44,5.6,0.73,0.6,2.47,1.497,24
2025-08-05T00:00:00.000Z,0.45,7.29,0.9,0.56,3.77,2.001,24
2025-08-06T00:00:00.000Z,0.44,9.38,1.15,0.56,2.62,2.051,24
2025-08-07T00:00:00.000Z,0.46,5.3,0.94,0.5,2.54,1.507,24
2025-08-08T00:00:00.000Z,0.49,6.4,2,0.79,3.96,1.874,24
2025-08-09T00:00:00.000Z,0.54,6.69,2.29,1.11,3.74,1.785,24
2025-08-10T00:00:00.000Z,0.51,5.92,2.48,1.12,3.51,1.588,24
2025-08-11T00:00:00.000Z,0.43,5.35,1.1,0.55,1.52,1.178,24
2025-08-12T00:00:00.000Z,0.46,6.92,2.65,0.82,4.58,1.97,24
2025-08-13T00:00:00.000Z,0.45,7.81,1.23,0.54,3.01,2.162,23
2025-08-14T00:00:00.000Z,0.53,5.21,2.48,1.05,3.71,1.4,24
2025-08-15T00:00:00.000Z,0.43,14.62,1.9,0.8,3.02,3.076,24
2025-08-16T00:00:00.000Z,0.45,5.33,2.45,1.28,4.24,1.565,23
2025-08-17T00:00:00.000Z,0.49,7.67,3.52,0.91,5.32,2.385,24
2025-08-18T00:00:00.000Z,0.53,5.51,1.78,0.9,3.04,1.536,24
2025-08-19T00:00:00.000Z,0.47,6.24,2.36,1.08,3.92,1.618,24
2025-08-20T00:00:00.000Z,0.51,4.37,2.04,0.93,3.34,1.28,24
2025-08-21T00:00:00.000Z,0.46,4.95,1.22,0.66,2.8,1.473,24
2025-08-22T00:00:00.000Z,0.45,7.58,1.5,0.73,3.11,1.864,24
2025-08-23T00:00:00.000Z,0.46,5.37,0.97,0.75,1.91,1.424,24
2025-08-24T00:00:00.000Z,0.51,6.81,2.24,0.69,4.43,2.011,24
2025-08-25T00:00:00.000Z,0.44,12.32,1.74,0.67,3.39,3.169,24
2025-08-26T00:00:00.000Z,0.48,6.46,2.25,0.8,4.01,1.76,24
2025-08-27T00:00:00.000Z,0.48,7.15,1.51,0.69,6.07,2.573,24
2025-08-28T00:00:00.000Z,0.45,8.25,2.44,0.77,4.88,2.414,24
2025-08-29T00:00:00.000Z,0.46,7.69,2.04,0.98,4.11,2.099,24
2025-08-30T00:00:00.000Z,0.45,7.15,1.29,0.63,3.99,2.001,24
2025-08-31T00:00:00.000Z,0.48,4.66,0.97,0.66,2.16,1.113,24
2025-09-01T00:00:00.000Z,0.44,8.34,2.45,0.72,4.34,2.387,24
2025-09-02T00:00:00.000Z,0.45,4.01,0.57,0.49,0.93,1.076,9
2025-10-08T00:00:00.000Z,2.69,166.25,75.22,13.58,116.97,55.94,16
2025-10-09T00:00:00.000Z,3.61,72.22,13.1,8.52,15.9,15.261,24
2025-10-10T00:00:00.000Z,3.08,66.61,14.85,6.82,24.65,17.342,24
2025-10-11T00:00:00.000Z,3.19,21.21,9.78,8.27,13.29,4.717,24
2025-10-12T00:00:00.000Z,6.11,15.38,10.27,8.38,11.83,2.197,23
2025-10-13T00:00:00.000Z,5.94,17.98,11.28,9.08,12.87,2.882,24
2025-10-14T00:00:00.000Z,5.05,22.16,9.25,6.07,15.51,5.141,24
2025-10-15T00:00:00.000Z,5.77,14.39,10.32,8.26,12.21,2.398,24
2025-10-16T00:00:00.000Z,6.64,17.05,11.23,8.59,12.74,2.631,24
2025-10-17T00:00:00.000Z,3.66,16.59,9.1,6.65,12.71,3.956,24
2025-10-18T00:00:00.000Z,6.57,67.62,14.28,12.11,17.29,11.735,24
2025-10-19T00:00:00.000Z,7.16,94.28,18.53,12.42,36.94,26.746,24
2025-10-20T00:00:00.000Z,4.24,262.86,45.5,21.1,89.16,59.468,24
2025-10-21T00:00:00.000Z,4.05,79.2,30.32,10,46.87,23.216,24
2025-10-22T00:00:00.000Z,5.34,27.34,11.81,9.69,18.18,6.108,24
2025-10-23T00:00:00.000Z,7.38,28.64,13.98,10.05,17.85,5.071,24
2025-10-24T00:00:00.000Z,10.67,22.08,16.23,14.41,17.38,3.143,8
2025-11-10T00:00:00.000Z,0.52,22.77,2.97,1.69,5.92,6.398,11
2025-11-11T00:00:00.000Z,0.56,52.32,2.57,1.34,5.45,10.141,24
2025-11-12T00:00:00.000Z,2,14.34,8.94,6.51,12.26,3.472,23
2025-11-13T00:00:00.000Z,3.2,38.56,9.84,6,16.29,10.301,24
2025-11-14T00:00:00.000Z,4.01,28.1,12.12,8.36,16.03,5.993,24
2025-11-15T00:00:00.000Z,1.35,11.37,6.13,2.67,8.06,2.933,24
2025-11-16T00:00:00.000Z,1.19,10.42,6.29,4.13,9.09,2.871,24
2025-11-17T00:00:00.000Z,3.64,76.92,12.92,9.3,19.18,14.086,24
2025-11-18T00:00:00.000Z,12.13,60.02,15.03,12.53,24.02,13.094,23
2025-11-19T00:00:00.000Z,9.65,36.54,22.34,16.37,28.33,7.816,24
2025-11-20T00:00:00.000Z,1.73,12.69,6.45,4.95,7.51,2.694,24
2025-11-21T00:00:00.000Z,5.11,70.03,9.22,7.78,14.09,15.468,24
2025-11-22T00:00:00.000Z,4.01,55.98,9.55,7.41,15.13,10.499,23
2025-11-23T00:00:00.000Z,1.89,15.1,7.12,4.74,10.78,3.849,20
2025-11-24T00:00:00.000Z,1.49,14.8,8.31,5.01,10.35,3.686,24
2025-11-25T00:00:00.000Z,3.23,17.63,8.99,5.73,11.5,3.868,24
2025-11-26T00:00:00.000Z,2.88,21.52,12.91,8.44,16.68,5.273,24
2025-11-27T00:00:00.000Z,1.06,20.39,11.13,6.59,15.3,5.09,24
2025-11-28T00:00:00.000Z,2.61,52.02,8.01,4.49,14.59,12.792,24
2025-11-29T00:00:00.000Z,2.72,18.62,13.32,8.81,15.62,4.098,24
2025-11-30T00:00:00.000Z,7.35,21.28,13.81,11.54,17.29,3.565,24
2025-12-01T00:00:00.000Z,3.39,76.4,16.78,11.14,20.32,15.683,24
2025-12-02T00:00:00.000Z,8.11,205.25,42.9,36.25,53.54,39.275,24
2025-12-03T00:00:00.000Z,5.14,20.73,15.16,9.73,16.82,4.63,24
2025-12-04T00:00:00.000Z,1.82,11.8,6.17,4.29,8.26,2.475,21
2025-12-05T00:00:00.000Z,2.63,15.66,8.05,5.64,13.02,4.294,24
2025-12-06T00:00:00.000Z,3.45,9.32,7.07,5.31,8.83,2.059,6
2025-12-09T00:00:00.000Z,0.7,28.82,4.3,1.55,7.43,8.931,13
2025-12-10T00:00:00.000Z,0.56,42.2,10.68,8.24,18.13,10.123,23
2025-12-11T00:00:00.000Z,2.04,33.07,12.54,8.82,21.12,7.392,23
2025-12-12T00:00:00.000Z,2.71,20.71,6.59,3.87,8.18,4.777,24
2025-12-13T00:00:00.000Z,1.85,10.21,5.01,2.77,6.83,2.402,23
2025-12-14T00:00:00.000Z,0.88,13.49,5.8,4.38,8.65,2.909,19
2025-12-15T00:00:00.000Z,0.76,10.55,4.47,2.69,5.93,2.324,23
2025-12-16T00:00:00.000Z,0.78,9.31,3.83,2.47,5.22,2.2,23
2025-12-17T00:00:00.000Z,1.92,10.08,6.58,3.32,8.34,2.679,18
2025-12-18T00:00:00.000Z,0.95,8.83,5.15,2.73,7.13,2.507,22
2025-12-19T00:00:00.000Z,0.54,6.57,2.38,1.18,4.38,1.767,23
2025-12-20T00:00:00.000Z,1.24,15.37,4.09,2.15,9.55,3.942,24
2025-12-21T00:00:00.000Z,1.52,63.88,7.15,3.93,19.25,17.164,22
2025-12-22T00:00:00.000Z,1.32,9.19,5.07,2.78,6.9,2.468,24
2025-12-23T00:00:00.000Z,1.53,11.13,6.03,3.71,7.75,2.646,24
2025-12-24T00:00:00.000Z,0.65,13.22,3.13,2.52,6.05,3.596,23
2025-12-25T00:00:00.000Z,0.64,12,3.93,2.47,5.96,2.935,23
2025-12-26T00:00:00.000Z,0.61,9.67,2.72,1.89,5.23,2.457,21
2025-12-27T00:00:00.000Z,2.67,61.35,14.29,7.22,32.85,15.744,21
2025-12-28T00:00:00.000Z,10.22,57.56,23.03,16.57,32.45,12.165,23
2025-12-29T00:00:00.000Z,6.9,22.03,13.07,9.77,18.67,4.598,22
2025-12-30T00:00:00.000Z,2.79,20.42,5.8,5,12.76,5.177,24
2025-12-31T00:00:00.000Z,2.97,21.89,9.23,5.81,13.49,5.086,24
