date,min,max,median,q1,q3,stdev,count
2024-12-14T00:00:00.000Z,0.56,6.18,1.06,0.66,4.61,2.102,11
2024-12-15T00:00:00.000Z,0.48,5.69,1.52,0.59,3.24,1.696,24
2024-12-16T00:00:00.000Z,0.45,4.57,1.03,0.81,1.52,0.901,24
2024-12-17T00:00:00.000Z,0.44,4.75,2,1,2.83,1.142,24
2024-12-18T00:00:00.000Z,0.43,6.27,1.86,0.66,3.23,1.603,24
2024-12-19T00:00:00.000Z,0.45,5.59,0.96,0.6,2.44,1.465,24
2024-12-20T00:00:00.000Z,0.53,5.58,3.51,1.59,4.57,1.625,24
2024-12-21T00:00:00.000Z,0.44,6.69,1.4,0.65,2.66,1.891,24
2024-12-22T00:00:00.000Z,0.45,6.5,1.51,0.92,3.07,1.847,24
2024-12-23T00:00:00.000Z,0.49,6.55,2.22,0.59,3.57,1.772,24
2024-12-24T00:00:00.000Z,0.43,7.59,2.41,0.88,3.85,2.028,24
2024-12-25T00:00:00.000Z,0.46,6.62,0.77,0.56,2.78,1.665,24
2024-12-26T00:00:00.000Z,0.46,5.79,1.68,0.81,2.91,1.557,24
2024-12-27T00:00:00.000Z,0.43,4.68,1.04,0.51,2.16,1.069,24
2024-12-28T00:00:00.000Z,0.43,5.7,0.85,0.61,2.16,1.779,24
2024-12-29T00:00:00.000Z,0.46,4.41,1.29,0.84,3.25,1.358,21
2024-12-30T00:00:00.000Z,0.47,5.76,1.17,0.63,2.91,1.557,22
2024-12-31T00:00:00.000Z,0.46,5.34,0.84,0.59,1.9,1.714,24
2025-01-01T00:00:00.000Z,0.44,6.42,1.39,0.78,3.26,1.654,24
2025-01-02T00:00:00.000Z,0.44,5.66,2.54,0.88,3.88,1.705,24
2025-01-03T00:00:00.000Z,0.43,6.74,3.39,0.7,5.56,2.197,24
2025-01-04T00:00:00.000Z,0.48,5.91,1.26,0.54,4.76,2.126,24
2025-01-05T00:00:00.000Z,0.44,6.67,0.69,0.55,2.82,1.869,24
2025-01-06T00:00:00.000Z,0.54,6.51,1.55,0.74,3.62,1.909,24
2025-01-07T00:00:00.000Z,0.45,5.09,1.97,1.04,3.9,1.523,24
2025-01-08T00:00:00.000Z,0.51,5.63,1.5,0.77,3.6,1.73,24
2025-01-09T00:00:00.000Z,0.46,5.04,2.04,0.95,3.16,1.491,24
2025-01-10T00:00:00.000Z,0.44,5.63,0.85,0.55,2.95,1.729,24
2025-01-11T00:00:00.000Z,0.49,5.44,1.36,0.66,3.43,1.622,24
2025-01-12T00:00:00.000Z,0.43,5.89,1.14,0.55,2.82,1.643,24
2025-01-13T00:00:00.000Z,0.44,4.41,0.69,0.54,1.12,0.94,22
2025-01-14T00:00:00.000Z,0.45,5.25,2.74,0.67,3.94,1.568,19
2025-01-15T00:00:00.000Z,0.46,5.44,2.19,0.67,3.97,1.72,24
2025-01-16T00:00:00.000Z,0.43,6.1,1.01,0.77,2.43,1.733,24
2025-01-17T00:00:00.000Z,0.45,5.75,1.73,0.83,3.45,1.672,24
2025-01-18T00:00:00.000Z,0.43,5.42,0.93,0.6,2.15,1.628,24
2025-01-19T00:00:00.000Z,0.43,5.73,1.12,0.59,3.95,1.852,24
2025-01-20T00:00:00.000Z,0.56,6.67,3.72,2.25,5.29,1.77,24
2025-01-21T00:00:00.000Z,0.48,6.64,1.49,0.64,3.37,1.822,24
2025-01-22T00:00:00.000Z,0.44,4.84,2.11,0.77,3.32,1.326,24
2025-01-23T00:00:00.000Z,0.45,6.08,1.56,0.73,3.72,1.738,22
2025-01-28T00:00:00.000Z,0.47,6.38,1.66,1.07,2.89,1.467,16
2025-01-29T00:00:00.000Z,0.47,5.61,1.26,0.68,3.82,1.721,24
2025-01-30T00:00:00.000Z,0.43,7.96,4.69,2.38,6.54,2.452,20
2025-01-31T00:00:00.000Z,0.44,7.36,2.36,0.71,6.55,2.701,24
2025-02-01T00:00:00.000Z,0.44,6.5,1.02,0.61,2.72,1.922,9
2025-02-02T00:00:00.000Z,0.46,5.57,1.59,0.68,3.11,1.659,18
2025-02-03T00:00:00.000Z,0.45,7.15,2.47,0.62,3.64,1.926,24
2025-02-04T00:00:00.000Z,0.49,6.73,2.72,1.12,4.54,2.033,24
2025-02-05T00:00:00.000Z,0.44,4.75,1.86,0.64,2.78,1.317,20
2025-02-06T00:00:00.000Z,0.49,7.16,0.84,0.56,2.08,1.711,24
2025-02-07T00:00:00.000Z,0.44,4.17,1.87,0.78,2.85,1.104,24
2025-02-08T00:00:00.000Z,0.56,6.36,2.22,1.42,3.2,1.512,24
2025-02-09T00:00:00.000Z,0.44,5.38,0.63,0.55,0.86,1.273,24
2025-02-10T00:00:00.000Z,0.47,7.26,1.2,0.59,3.8,2.225,24
2025-02-11T00:00:00.000Z,0.45,6.35,0.98,0.5,2.78,1.912,24
2025-02-12T00:00:00.000Z,0.44,6.94,3.61,1.7,4.92,1.933,24
2025-02-13T00:00:00.000Z,0.43,5.2,1.65,0.91,2.22,1.232,24
2025-02-14T00:00:00.000Z,0.47,6.98,2.41,0.64,4.54,2.202,23
2025-02-15T00:00:00.000Z,0.44,6.93,3.95,1.03,5,2.044,24
2025-02-16T00:00:00.000Z,0.5,6.07,1.47,0.65,4.16,1.9,24
2025-02-17T00:00:00.000Z,0.43,7.24,1.5,0.56,3.46,1.927,24
2025-02-18T00:00:00.000Z,0.46,7.42,1.75,1.02,4.3,2.061,24
2025-02-19T00:00:00.000Z,0.48,8.42,2.21,0.77,3.58,2.065,22
2025-02-21T00:00:00.000Z,0.47,7.85,1.53,0.52,2.4,2.058,11
2025-02-22T00:00:00.000Z,0.45,7.32,2,1,4.8,2.065,24
2025-02-23T00:00:00.000Z,0.43,8.94,1.6,0.72,4.83,2.607,24
2025-02-24T00:00:00.000Z,0.48,7.13,3.74,1.71,4.76,1.987,24
2025-02-25T00:00:00.000Z,0.43,9.19,1.36,0.56,3.35,2.23,23
2025-02-26T00:00:00.000Z,0.43,7.17,0.84,0.54,3.34,1.976,24
2025-02-27T00:00:00.000Z,0.44,36.53,1.52,0.93,4.67,8.55,17
2025-02-28T00:00:00.000Z,1.45,5.38,2.02,1.47,5.17,1.65,7
2025-03-01T00:00:00.000Z,0.53,7.76,2.31,0.77,5.99,2.734,10
